,date,인사일러스,인사일러스_absolute
986,2021-09-13,0.04932,22.55546695481638
987,2021-09-14,0.0852,38.96443196574119
988,2021-09-15,0.08968,41.01326594703838
989,2021-09-16,0.04708,21.531049964167785
990,2021-09-17,0.06726,30.759949460278786
991,2021-09-18,0.04484,20.50663297351919
992,2021-09-19,0.05605,25.63329121689899
993,2021-09-20,0.04484,20.50663297351919
994,2021-09-21,0.08968,41.01326594703838
995,2021-09-22,0.06278,28.711115478981597
996,2021-09-23,0.0695,31.784366450927383
997,2021-09-24,0.08968,41.01326594703838
998,2021-09-25,0.09193,42.0422562278238
999,2021-09-26,0.09193,42.0422562278238
1000,2021-09-27,0.10089,46.13992419041818
1001,2021-09-28,0.05157,23.584457235601796
1002,2021-09-29,0.0695,31.784366450927383
1003,2021-09-30,0.06726,30.759949460278786
1004,2021-10-01,0.04035,18.453225702085174
1005,2021-10-02,0.04932,22.55546695481638
1006,2021-10-03,0.03587,16.404391720787988
1007,2021-10-04,0.04932,22.55546695481638
1008,2021-10-05,0.04708,21.531049964167785
1009,2021-10-06,0.04708,21.531049964167785
1010,2021-10-07,0.06502,29.735532469630186
1011,2021-10-08,0.05605,25.63329121689899
1012,2021-10-09,0.04484,20.50663297351919
1013,2021-10-10,0.08968,41.01326594703838
1014,2021-10-11,0.0695,31.784366450927383
1015,2021-10-12,0.07623,34.862190713009994
1016,2021-10-13,0.05605,25.63329121689899
1017,2021-10-14,0.0695,31.784366450927383
1018,2021-10-15,0.05829,26.657708207547582
1019,2021-10-16,0.05605,25.63329121689899
1020,2021-10-17,0.07847,35.88660770365858
1021,2021-10-18,0.10762,49.217748452500786
1022,2021-10-19,0.0852,38.96443196574119
1023,2021-10-20,0.09417,43.066673218472395
1024,2021-10-21,0.09641,44.091090209120985
1025,2021-10-22,0.10986,50.24216544314938
1026,2021-10-23,0.11883,54.344406695880586
1027,2021-10-24,0.10986,50.24216544314938
1028,2021-10-25,0.12107,55.368823686529176
1029,2021-10-26,0.09193,42.0422562278238
1030,2021-10-27,0.0852,38.96443196574119
1031,2021-10-28,0.09641,44.091090209120985
1032,2021-10-29,0.07175,32.813356731712794
1033,2021-10-30,0.06053,27.68212519819618
1034,2021-10-31,0.10986,50.24216544314938
1035,2021-11-01,0.11435,52.29557271458339
1036,2021-11-02,0.07847,35.88660770365858
1037,2021-11-03,0.07175,32.813356731712794
1038,2021-11-04,0.09417,43.066673218472395
1039,2021-11-05,0.07623,34.862190713009994
1040,2021-11-06,0.07175,32.813356731712794
1041,2021-11-07,0.05829,26.657708207547582
1042,2021-11-08,0.07175,32.813356731712794
1043,2021-11-09,0.14125,64.59772318264017
1044,2021-11-10,0.09865,45.11550719976958
1045,2021-11-11,0.13677,62.54888920134299
1046,2021-11-12,0.13004,59.47106493926037
1047,2021-11-13,0.12107,55.368823686529176
1048,2021-11-14,0.13004,59.47106493926037
1049,2021-11-15,0.15919,72.80220568810259
1050,2021-11-16,0.13453,61.5244722106944
1051,2021-11-17,0.11435,52.29557271458339
1052,2021-11-18,0.11883,54.344406695880586
1053,2021-11-19,0.0695,31.784366450927383
1054,2021-11-20,0.06278,28.711115478981597
1055,2021-11-21,0.09417,43.066673218472395
1056,2021-11-22,0.10089,46.13992419041818
1057,2021-11-23,0.09417,43.066673218472395
1058,2021-11-24,0.07847,35.88660770365858
1059,2021-11-25,0.12332,56.3978139673146
1060,2021-11-26,0.12107,55.368823686529176
1061,2021-11-27,0.08744,39.98884895638979
1062,2021-11-28,0.10762,49.217748452500786
1063,2021-11-29,0.08296,37.9400149750926
1064,2021-11-30,0.10986,50.24216544314938
1065,2021-12-01,0.13901,63.573306191991584
1066,2021-12-02,0.08744,39.98884895638979
1067,2021-12-03,0.07623,34.862190713009994
1068,2021-12-04,0.08296,37.9400149750926
1069,2021-12-05,0.0852,38.96443196574119
1070,2021-12-06,0.05605,25.63329121689899
1071,2021-12-07,0.08744,39.98884895638979
1072,2021-12-08,0.08968,41.01326594703838
1073,2021-12-09,0.10538,48.19333146185219
1074,2021-12-10,0.08744,39.98884895638979
1075,2021-12-11,0.06278,28.711115478981597
1076,2021-12-12,0.07623,34.862190713009994
1077,2021-12-13,0.07847,35.88660770365858
1078,2021-12-14,0.0695,31.784366450927383
1079,2021-12-15,0.06726,30.759949460278786
1080,2021-12-16,0.03139,14.355557739490798
1081,2021-12-17,0.04035,18.453225702085174
1082,2021-12-18,0.03811,17.42880871143658
1083,2021-12-19,0.06053,27.68212519819618
1084,2021-12-20,0.11211,51.2711557239348
1085,2021-12-21,0.0695,31.784366450927383
1086,2021-12-22,0.04484,20.50663297351919
1087,2021-12-23,0.05381,24.608874226250393
1088,2021-12-24,0.03139,14.355557739490798
1089,2021-12-25,0.03811,17.42880871143658
1090,2021-12-26,0.07623,34.862190713009994
1091,2021-12-27,0.04932,22.55546695481638
1092,2021-12-28,0.05157,23.584457235601796
1093,2021-12-29,0.04932,22.55546695481638
1094,2021-12-30,0.07399,33.83777372236139
1095,2021-12-31,0.01569,7.1754922246769866
1096,2022-01-01,0.0426,19.482215982870596
1097,2022-01-02,0.03363,15.379974730139393
1098,2022-01-03,0.04708,21.531049964167785
1099,2022-01-04,0.0426,19.482215982870596
1100,2022-01-05,0.04035,18.453225702085174
1101,2022-01-06,0.04708,21.531049964167785
1102,2022-01-07,0.0426,19.482215982870596
1103,2022-01-08,0.05157,23.584457235601796
1104,2022-01-09,0.05605,25.63329121689899
1105,2022-01-10,0.05605,25.63329121689899
1106,2022-01-11,0.05157,23.584457235601796
1107,2022-01-12,0.05381,24.608874226250393
1108,2022-01-13,0.05157,23.584457235601796
1109,2022-01-14,0.0426,19.482215982870596
1110,2022-01-15,0.03139,14.355557739490798
1111,2022-01-16,0.05157,23.584457235601796
1112,2022-01-17,0.04932,22.55546695481638
1113,2022-01-18,0.03363,15.379974730139393
1114,2022-01-19,0.04035,18.453225702085174
1115,2022-01-20,0.02914,13.326567458705378
1116,2022-01-21,0.04035,18.453225702085174
1117,2022-01-22,0.05157,23.584457235601796
1118,2022-01-23,0.04035,18.453225702085174
1119,2022-01-24,0.04484,20.50663297351919
1120,2022-01-25,0.02914,13.326567458705378
1121,2022-01-26,0.01345,6.151075234028393
1122,2022-01-27,0.03139,14.355557739490798
1123,2022-01-28,0.06278,28.711115478981597
1124,2022-01-29,0.03811,17.42880871143658
1125,2022-01-30,0.05157,23.584457235601796
1126,2022-01-31,0.02017,9.224326205974176
1127,2022-02-01,0.03139,14.355557739490798
1128,2022-02-02,0.04932,22.55546695481638
1129,2022-02-03,0.05381,24.608874226250393
1130,2022-02-04,0.03587,16.404391720787988
1131,2022-02-05,0.05157,23.584457235601796
1132,2022-02-06,0.06726,30.759949460278786
1133,2022-02-07,0.03587,16.404391720787988
1134,2022-02-08,0.04708,21.531049964167785
1135,2022-02-09,0.0426,19.482215982870596
1136,2022-02-10,0.06278,28.711115478981597
1137,2022-02-11,0.07399,33.83777372236139
1138,2022-02-12,0.06278,28.711115478981597
1139,2022-02-13,0.05829,26.657708207547582
1140,2022-02-14,0.05829,26.657708207547582
1141,2022-02-15,0.08744,39.98884895638979
1142,2022-02-16,0.05381,24.608874226250393
1143,2022-02-17,0.07399,33.83777372236139
1144,2022-02-18,0.11659,53.31998970523199
1145,2022-02-19,0.08296,37.9400149750926
1146,2022-02-20,0.05829,26.657708207547582
1147,2022-02-21,0.08071,36.91102469430718
1148,2022-02-22,0.06053,27.68212519819618
1149,2022-02-23,0.04708,21.531049964167785
1150,2022-02-24,0.04932,22.55546695481638
1151,2022-02-25,0.06053,27.68212519819618
1152,2022-02-26,0.03811,17.42880871143658
1153,2022-02-27,0.04932,22.55546695481638
1154,2022-02-28,0.06726,30.759949460278786
1155,2022-03-01,0.06053,27.68212519819618
1156,2022-03-02,0.05157,23.584457235601796
1157,2022-03-03,0.20404,93.3134119517586
1158,2022-03-04,0.15919,72.80220568810259
1159,2022-03-05,0.09641,44.091090209120985
1160,2022-03-06,0.12556,57.422230957963194
1161,2022-03-07,0.06726,30.759949460278786
1162,2022-03-08,0.06278,28.711115478981597
1163,2022-03-09,0.05605,25.63329121689899
1164,2022-03-10,0.08071,36.91102469430718
1165,2022-03-11,0.08744,39.98884895638979
1166,2022-03-12,0.07399,33.83777372236139
1167,2022-03-13,0.08296,37.9400149750926
1168,2022-03-14,0.0426,19.482215982870596
1169,2022-03-15,0.06053,27.68212519819618
1170,2022-03-16,0.04932,22.55546695481638
1171,2022-03-17,0.02017,9.224326205974176
1172,2022-03-18,0.0426,19.482215982870596
1173,2022-03-19,0.04708,21.531049964167785
1174,2022-03-20,0.04035,18.453225702085174
1175,2022-03-21,0.0426,19.482215982870596
1176,2022-03-22,0.03811,17.42880871143658
1177,2022-03-23,0.04035,18.453225702085174
1178,2022-03-24,0.06726,30.759949460278786
1179,2022-03-25,0.04708,21.531049964167785
1180,2022-03-26,0.04708,21.531049964167785
1181,2022-03-27,0.02466,11.27773347740819
1182,2022-03-28,0.06726,30.759949460278786
1183,2022-03-29,0.01569,7.1754922246769866
1184,2022-03-30,0.05829,26.657708207547582
1185,2022-03-31,0.0269,12.302150468056785
1186,2022-04-01,0.04484,20.50663297351919
1187,2022-04-02,0.03139,14.355557739490798
1188,2022-04-03,0.01569,7.1754922246769866
1189,2022-04-04,0.03587,16.404391720787988
1190,2022-04-05,0.01345,6.151075234028393
1191,2022-04-06,0.01345,6.151075234028393
1192,2022-04-07,0.0,0.0
1193,2022-04-08,0.0269,12.302150468056785
1194,2022-04-09,0.01793,8.199909215325583
1195,2022-04-10,0.0269,12.302150468056785
1196,2022-04-11,0.05157,23.584457235601796
1197,2022-04-12,0.03139,14.355557739490798
1198,2022-04-13,0.01793,8.199909215325583
1199,2022-04-14,0.01345,6.151075234028393
1200,2022-04-15,0.0,0.0
1201,2022-04-16,0.02017,9.224326205974176
1202,2022-04-17,0.0269,12.302150468056785
1203,2022-04-18,0.02242,10.253316486759594
1204,2022-04-19,0.01121,5.126658243379797
1205,2022-04-20,0.0269,12.302150468056785
1206,2022-04-21,0.03139,14.355557739490798
1207,2022-04-22,0.02466,11.27773347740819
1208,2022-04-23,0.02242,10.253316486759594
1209,2022-04-24,0.02914,13.326567458705378
1210,2022-04-25,0.04932,22.55546695481638
1211,2022-04-26,0.02466,11.27773347740819
1212,2022-04-27,0.02017,9.224326205974176
1213,2022-04-28,0.02242,10.253316486759594
1214,2022-04-29,0.0,0.0
1215,2022-04-30,0.05605,25.63329121689899
1216,2022-05-01,0.04708,21.531049964167785
1217,2022-05-02,0.05829,26.657708207547582
1218,2022-05-03,0.04484,20.50663297351919
1219,2022-05-04,0.0269,12.302150468056785
1220,2022-05-05,0.03811,17.42880871143658
1221,2022-05-06,0.02242,10.253316486759594
1222,2022-05-07,0.05605,25.63329121689899
1223,2022-05-08,0.04708,21.531049964167785
1224,2022-05-09,0.0426,19.482215982870596
1225,2022-05-10,0.02466,11.27773347740819
1226,2022-05-11,0.02466,11.27773347740819
1227,2022-05-12,0.03811,17.42880871143658
1228,2022-05-13,0.02466,11.27773347740819
1229,2022-05-14,0.03587,16.404391720787988
1230,2022-05-15,0.03139,14.355557739490798
1231,2022-05-16,0.0269,12.302150468056785
1232,2022-05-17,0.04708,21.531049964167785
1233,2022-05-18,0.0426,19.482215982870596
1234,2022-05-19,0.02466,11.27773347740819
1235,2022-05-20,0.02914,13.326567458705378
1236,2022-05-21,0.02466,11.27773347740819
1237,2022-05-22,0.02914,13.326567458705378
1238,2022-05-23,0.01569,7.1754922246769866
1239,2022-05-24,0.02466,11.27773347740819
1240,2022-05-25,0.01569,7.1754922246769866
1241,2022-05-26,0.01121,5.126658243379797
1242,2022-05-27,0.02914,13.326567458705378
1243,2022-05-28,0.01345,6.151075234028393
1244,2022-05-29,0.01345,6.151075234028393
1245,2022-05-30,0.03363,15.379974730139393
1246,2022-05-31,0.01345,6.151075234028393
1247,2022-06-01,0.01345,6.151075234028393
1248,2022-06-02,0.02466,11.27773347740819
1249,2022-06-03,0.02914,13.326567458705378
1250,2022-06-04,0.05157,23.584457235601796
1251,2022-06-05,0.01345,6.151075234028393
1252,2022-06-06,0.0426,19.482215982870596
1253,2022-06-07,0.03139,14.355557739490798
1254,2022-06-08,0.02242,10.253316486759594
1255,2022-06-09,0.04035,18.453225702085174
1256,2022-06-10,0.0,0.0
1257,2022-06-11,0.04484,20.50663297351919
1258,2022-06-12,0.01345,6.151075234028393
1259,2022-06-13,0.01569,7.1754922246769866
1260,2022-06-14,0.01121,5.126658243379797
1261,2022-06-15,0.04484,20.50663297351919
1262,2022-06-16,0.02242,10.253316486759594
1263,2022-06-17,0.01569,7.1754922246769866
1264,2022-06-18,0.03363,15.379974730139393
1265,2022-06-19,0.02466,11.27773347740819
1266,2022-06-20,0.04708,21.531049964167785
1267,2022-06-21,0.04708,21.531049964167785
1268,2022-06-22,0.05381,24.608874226250393
1269,2022-06-23,0.01121,5.126658243379797
1270,2022-06-24,0.01569,7.1754922246769866
1271,2022-06-25,0.01121,5.126658243379797
1272,2022-06-26,0.02914,13.326567458705378
1273,2022-06-27,0.02466,11.27773347740819
1274,2022-06-28,0.01569,7.1754922246769866
1275,2022-06-29,0.0269,12.302150468056785
1276,2022-06-30,0.02466,11.27773347740819
1277,2022-07-01,0.01345,6.151075234028393
1278,2022-07-02,0.03139,14.355557739490798
1279,2022-07-03,0.0426,19.482215982870596
1280,2022-07-04,0.02466,11.27773347740819
1281,2022-07-05,0.0426,19.482215982870596
1282,2022-07-06,0.01121,5.126658243379797
1283,2022-07-07,0.0,0.0
1284,2022-07-08,0.03587,16.404391720787988
1285,2022-07-09,0.02017,9.224326205974176
1286,2022-07-10,0.04035,18.453225702085174
1287,2022-07-11,0.02242,10.253316486759594
1288,2022-07-12,0.0,0.0
1289,2022-07-13,0.02242,10.253316486759594
1290,2022-07-14,0.01569,7.1754922246769866
1291,2022-07-15,0.01793,8.199909215325583
1292,2022-07-16,0.03587,16.404391720787988
1293,2022-07-17,0.02017,9.224326205974176
1294,2022-07-18,0.01793,8.199909215325583
1295,2022-07-19,0.01121,5.126658243379797
1296,2022-07-20,0.01121,5.126658243379797
1297,2022-07-21,0.02017,9.224326205974176
1298,2022-07-22,0.01793,8.199909215325583
1299,2022-07-23,0.01793,8.199909215325583
1300,2022-07-24,0.0,0.0
1301,2022-07-25,0.0269,12.302150468056785
1302,2022-07-26,0.03811,17.42880871143658
1303,2022-07-27,0.03139,14.355557739490798
1304,2022-07-28,0.05829,26.657708207547582
1305,2022-07-29,0.04708,21.531049964167785
1306,2022-07-30,0.0,0.0
1307,2022-07-31,0.07847,35.88660770365858
1308,2022-08-01,0.05381,24.608874226250393
1309,2022-08-02,0.07399,33.83777372236139
1310,2022-08-03,0.02017,9.224326205974176
1311,2022-08-04,0.03139,14.355557739490798
1312,2022-08-05,0.05605,25.63329121689899
1313,2022-08-06,0.04484,20.50663297351919
1314,2022-08-07,0.01345,6.151075234028393
1315,2022-08-08,0.03587,16.404391720787988
1316,2022-08-09,0.04035,18.453225702085174
1317,2022-08-10,0.01121,5.126658243379797
1318,2022-08-11,0.05157,23.584457235601796
1319,2022-08-12,0.02017,9.224326205974176
1320,2022-08-13,0.01793,8.199909215325583
1321,2022-08-14,0.03587,16.404391720787988
1322,2022-08-15,0.0269,12.302150468056785
1323,2022-08-16,0.04035,18.453225702085174
1324,2022-08-17,0.03139,14.355557739490798
1325,2022-08-18,0.04035,18.453225702085174
1326,2022-08-19,0.03811,17.42880871143658
1327,2022-08-20,0.04708,21.531049964167785
1328,2022-08-21,0.0852,38.96443196574119
1329,2022-08-22,0.05829,26.657708207547582
1330,2022-08-23,0.05157,23.584457235601796
1331,2022-08-24,0.03363,15.379974730139393
1332,2022-08-25,0.06502,29.735532469630186
1333,2022-08-26,0.10986,50.24216544314938
1334,2022-08-27,0.07847,35.88660770365858
1335,2022-08-28,0.05829,26.657708207547582
1336,2022-08-29,0.07399,33.83777372236139
1337,2022-08-30,0.05157,23.584457235601796
1338,2022-08-31,0.06053,27.68212519819618
1339,2022-09-01,0.0426,19.482215982870596
1340,2022-09-02,0.0695,31.784366450927383
1341,2022-09-03,0.04484,20.50663297351919
1342,2022-09-04,0.06726,30.759949460278786
1343,2022-09-05,0.05829,26.657708207547582
1344,2022-09-06,0.03587,16.404391720787988
1345,2022-09-07,0.07175,32.813356731712794
1346,2022-09-08,0.05157,23.584457235601796
1347,2022-09-09,0.06053,27.68212519819618
1348,2022-09-10,0.07175,32.813356731712794
1349,2022-09-11,0.03587,16.404391720787988
1350,2022-09-12,0.06278,28.711115478981597
1351,2022-09-13,0.04708,21.531049964167785
1352,2022-09-14,0.04035,18.453225702085174
1353,2022-09-15,0.04708,21.531049964167785
1354,2022-09-16,0.04708,21.531049964167785
1355,2022-09-17,0.0426,19.482215982870596
1356,2022-09-18,0.05605,25.63329121689899
1357,2022-09-19,0.05829,26.657708207547582
1358,2022-09-20,0.07623,34.862190713009994
1359,2022-09-21,0.05829,26.657708207547582
1360,2022-09-22,0.07399,33.83777372236139
1361,2022-09-23,0.06053,27.68212519819618
1362,2022-09-24,0.06278,28.711115478981597
1363,2022-09-25,0.05381,24.608874226250393
1364,2022-09-26,0.08968,41.01326594703838
1365,2022-09-27,0.06502,29.735532469630186
1366,2022-09-28,0.04708,21.531049964167785
1367,2022-09-29,0.04708,21.531049964167785
1368,2022-09-30,0.0426,19.482215982870596
1369,2022-10-01,0.04708,21.531049964167785
