,date,아크네 스튜디오,아크네 스튜디오_absolute
1673,2023-08-01,1.00665,1604.747743872205
1674,2023-08-02,0.94364,1504.3005622883502
1675,2023-08-03,0.94644,1508.7641729602242
1676,2023-08-04,0.85404,1361.4650207883753
1677,2023-08-05,0.93524,1490.9097302727273
1678,2023-08-06,1.03535,1650.4997532589157
1679,2023-08-07,1.00105,1595.8205225284566
1680,2023-08-08,1.02135,1628.1816998995446
1681,2023-08-09,1.01925,1624.833991895639
1682,2023-08-10,1.06825,1702.9471786534375
1683,2023-08-11,1.05215,1677.2814172901608
1684,2023-08-12,1.06195,1692.9040546417207
1685,2023-08-13,1.24886,1990.8660084560097
1686,2023-08-14,1.13195,1804.494321438576
1687,2023-08-15,1.15575,1842.435012149507
1688,2023-08-16,1.04935,1672.8178066182868
1689,2023-08-17,1.01225,1613.6749652159538
1690,2023-08-18,0.95414,1521.0391023078785
1691,2023-08-19,0.99544,1586.877359718023
1692,2023-08-20,1.08575,1730.8447453526514
1693,2023-08-21,1.03325,1647.15204525501
1694,2023-08-22,0.99474,1585.7614570500543
1695,2023-08-23,1.02135,1628.1816998995446
1696,2023-08-24,1.05705,1685.092735965941
1697,2023-08-25,1.15435,1840.2032068135698
1698,2023-08-26,1.12635,1795.5671000948275
1699,2023-08-27,1.21386,1935.0708750575818
1700,2023-08-28,1.14665,1827.9282774659155
1701,2023-08-29,1.09905,1752.0468960440542
1702,2023-08-30,1.15575,1842.435012149507
1703,2023-08-31,1.14945,1832.39188813779
1704,2023-09-01,1.36086,2169.410435330978
1705,2023-09-02,1.39936,2230.7850820692483
1706,2023-09-03,1.42527,2272.08942225077
1707,2023-09-04,1.23136,1962.9684417567958
1708,2023-09-05,1.33146,2122.542523276299
1709,2023-09-06,1.29296,2061.1678765380284
1710,2023-09-07,1.30976,2087.9495405692737
1711,2023-09-08,1.65488,2638.1214388111407
1712,2023-09-09,1.67938,2677.17803219004
1713,2023-09-10,1.61218,2570.051376065059
1714,2023-09-11,1.51557,2416.0408664187134
1715,2023-09-12,1.42037,2264.27810357499
1716,2023-09-13,1.32376,2110.2675939286446
1717,2023-09-14,1.31886,2102.4562752528645
1718,2023-09-15,1.26426,2015.4158671513176
1719,2023-09-16,1.31746,2100.224469916928
1720,2023-09-17,1.49877,2389.259202387468
1721,2023-09-18,1.42667,2274.321227586707
1722,2023-09-19,1.27756,2036.6180178427203
1723,2023-09-20,1.30906,2086.833637901305
1724,2023-09-21,1.32096,2105.80398325677
1725,2023-09-22,1.35526,2160.4832139872296
1726,2023-09-23,1.42037,2264.27810357499
1727,2023-09-24,1.55477,2478.5314158249525
1728,2023-09-25,1.51067,2408.2295477429334
1729,2023-09-26,1.72278,2746.3639976040904
1730,2023-09-27,1.51207,2410.4613530788706
1731,2023-09-28,1.43857,2293.2915729421725
1732,2023-09-29,1.43507,2287.71205960233
1733,2023-09-30,1.56527,2495.2699558444806
1734,2023-10-01,1.83269,2921.576657941838
1735,2023-10-02,1.95309,3113.5119168324295
1736,2023-10-03,2.1148,3371.30137459985
1737,2023-10-04,1.88659,3007.501163375417
1738,2023-10-05,1.98669,3167.07524489492
1739,2023-10-06,1.85229,2952.821932644958
1740,2023-10-07,1.83759,2929.3879766176183
1741,2023-10-08,1.98179,3159.26392621914
1742,2023-10-09,2.25971,3602.3091683360262
1743,2023-10-10,2.0826,3319.9698518732966
1744,2023-10-11,1.76758,2817.7817683540775
1745,2023-10-12,1.80539,2878.056453891065
1746,2023-10-13,1.73118,2759.754829619713
1747,2023-10-14,1.84669,2943.894711301209
1748,2023-10-15,2.0938,3337.8242945607935
1749,2023-10-16,2.0308,3237.3930544436244
1750,2023-10-17,2.1162,3373.5331799357878
1751,2023-10-18,2.0203,3220.654514424096
1752,2023-10-19,1.89709,3024.239703394945
1753,2023-10-20,1.97129,3142.5253861996116
1754,2023-10-21,2.196,3500.7460840842027
1755,2023-10-22,2.46902,3935.9800075253083
1756,2023-10-23,2.161,3444.950950685775
1757,2023-10-24,2.056,3277.565550490492
1758,2023-10-25,1.81449,2892.5631885746557
1759,2023-10-26,1.74098,2775.3774669712725
1760,2023-10-27,1.78928,2852.374751061103
1761,2023-10-28,1.83129,2919.3448526059015
1762,2023-10-29,2.1498,3427.096507998278
1763,2023-10-30,2.0434,3257.479302467058
1764,2023-10-31,2.29121,3652.524788394611
1765,2023-11-01,2.71403,4326.561882780988
1766,2023-11-02,2.27021,3619.0477083555543
1767,2023-11-03,2.049,3266.4065238108064
1768,2023-11-04,2.22261,3543.1663269336927
1769,2023-11-05,2.57402,4103.365407720591
1770,2023-11-06,2.64753,4220.551129323975
1771,2023-11-07,3.37836,5385.6013390831995
1772,2023-11-08,3.27756,5224.9113548957275
1773,2023-11-09,2.84354,4533.019817821854
1774,2023-11-10,3.23836,5162.420805489489
1775,2023-11-11,3.70738,5910.10747596179
1776,2023-11-12,4.39201,7001.5081096350905
1777,2023-11-13,4.85194,7734.703986890485
1778,2023-11-14,4.37731,6978.07415360775
1779,2023-11-15,3.88939,6200.258111100299
1780,2023-11-16,3.64648,5813.023943848526
1781,2023-11-17,4.28421,6829.659098767933
1782,2023-11-18,5.12075,8163.226552857095
1783,2023-11-19,5.08925,8113.010932798509
1784,2023-11-20,4.0546,6463.627082207562
1785,2023-11-21,3.56247,5679.099682225614
1786,2023-11-22,3.52887,5625.536354163123
1787,2023-11-23,3.21246,5121.132406774653
1788,2023-11-24,3.70388,5904.527962621947
1789,2023-11-25,3.87259,6173.476447069053
1790,2023-11-26,3.95939,6311.848377897154
1791,2023-11-27,3.50577,5588.7115661201615
1792,2023-11-28,3.60938,5753.881102446192
1793,2023-11-29,3.80539,6066.349790944073
1794,2023-11-30,3.77878,6023.929548094582
1795,2023-12-01,3.98319,6349.789068608085
1796,2023-12-02,4.0917,6522.769923609896
1797,2023-12-03,4.32971,6902.192772185889
1798,2023-12-04,3.87259,6173.476447069053
1799,2023-12-05,3.71858,5927.961918649287
1800,2023-12-06,3.40147,5422.442068592847
1801,2023-12-07,3.01435,4805.316010272867
1802,2023-12-08,2.79803,4460.470202937213
1803,2023-12-09,2.91354,4644.61008461871
1804,2023-12-10,3.63948,5801.86491716884
1805,2023-12-11,3.23556,5157.957194817614
1806,2023-12-12,3.04305,4851.068019659578
1807,2023-12-13,2.79943,4462.702008273151
1808,2023-12-14,2.80784,4476.108781755459
1809,2023-12-15,2.80224,4467.18156041171
1810,2023-12-16,3.43857,5481.58490999518
1811,2023-12-17,4.65733,7424.4671037285425
1812,2023-12-18,4.46762,7122.041539242379
1813,2023-12-19,3.95519,6305.152961889343
1814,2023-12-20,4.1505,6616.505747719254
1815,2023-12-21,3.98459,6352.020873944021
1816,2023-12-22,3.96709,6324.123307244808
1817,2023-12-23,3.97829,6341.9777499323045
1818,2023-12-24,3.90339,6222.57616445967
1819,2023-12-25,3.87119,6171.244641733117
1820,2023-12-26,3.00595,4791.925178257244
1821,2023-12-27,2.39551,3818.7942859219247
1822,2023-12-28,2.21841,3536.4709109258815
1823,2023-12-29,2.1344,3402.5466493029694
1824,2023-12-30,2.34301,3735.101585824284
1825,2023-12-31,2.36541,3770.8104711992773
1826,2024-01-01,2.0238,3226.2340277639387
1827,2024-01-02,1.76058,2806.6227416743923
1828,2024-01-03,1.88869,3010.8488713793226
1829,2024-01-04,1.81799,2898.1427019144985
1830,2024-01-05,1.69338,2699.4960855494114
1831,2024-01-06,1.79348,2859.070167068914
1832,2024-01-07,1.89849,3026.4715087308823
1833,2024-01-08,1.59327,2539.906062563223
1834,2024-01-09,1.57367,2508.660787860103
1835,2024-01-10,1.57857,2516.472106535883
1836,2024-01-11,1.41127,2249.771368891399
1837,2024-01-12,1.57227,2506.4289825241663
1838,2024-01-13,1.57437,2509.776690528072
1839,2024-01-14,3.16135,5039.655570546263
1840,2024-01-15,1.88239,3000.8057473676054
1841,2024-01-16,1.59047,2535.442451891349
1842,2024-01-17,1.48197,2362.477538356223
1843,2024-01-18,1.48757,2371.4047596999712
1844,2024-01-19,1.37206,2187.264878018475
1845,2024-01-20,1.44767,2307.7983076257638
1846,2024-01-21,1.54147,2457.3292651335496
1847,2024-01-22,1.52187,2426.0839904304303
1848,2024-01-23,1.60868,2564.4718627252164
1849,2024-01-24,1.53237,2442.822530449959
1850,2024-01-25,1.40217,2235.264634207808
1851,2024-01-26,1.34406,2142.6287712997328
1852,2024-01-27,1.43717,2291.0597676062357
1853,2024-01-28,1.48967,2374.752467703877
1854,2024-01-29,1.23416,1967.43205242867
1855,2024-01-30,1.19005,1897.114242879966
1856,2024-01-31,1.06825,1702.9471786534375
1857,2024-02-01,1.10045,1754.278701379991
1858,2024-02-02,1.04305,1662.77468260657
1859,2024-02-03,1.08155,1724.1493293448402
1860,2024-02-04,1.28946,2055.5883631981856
1861,2024-02-05,1.22016,1945.1139990692989
1862,2024-02-06,1.00245,1598.0523278643939
1863,2024-02-07,1.06895,1704.0630813214063
1864,2024-02-08,1.05075,1675.049611954224
1865,2024-02-09,1.11865,1783.2921707471735
1866,2024-02-10,1.26706,2019.879477823192
1867,2024-02-11,1.30206,2075.6746112216197
1868,2024-02-12,1.44837,2308.914210293732
1869,2024-02-13,1.23136,1962.9684417567958
1870,2024-02-14,1.08505,1729.728842684683
1871,2024-02-15,1.15785,1845.7827201534126
1872,2024-02-16,1.07525,1714.1062053331234
1873,2024-02-17,1.20616,1922.7959457099278
1874,2024-02-18,1.35246,2156.019603315355
1875,2024-02-19,1.27756,2036.6180178427203
1876,2024-02-20,1.06195,1692.9040546417207
1877,2024-02-21,1.03885,1656.0792665987585
1878,2024-02-22,1.20686,1923.9118483778966
1879,2024-02-23,1.23626,1970.7797604325756
1880,2024-02-24,1.30136,2074.5587085536513
1881,2024-02-25,1.24046,1977.4751764403868
1882,2024-02-26,1.11935,1784.408073415142
1883,2024-02-27,1.09765,1749.815090708117
1884,2024-02-28,1.15925,1848.0145254893494
1885,2024-02-29,1.18655,1891.5347295401232
1886,2024-03-01,1.18375,1887.071118868249
1887,2024-03-02,1.27826,2037.7339205106887
1888,2024-03-03,1.15225,1836.8554988096641
1889,2024-03-04,0.95764,1526.6186156477213
1890,2024-03-05,0.90934,1449.6213315578912
1891,2024-03-06,0.92264,1470.8234822492934
1892,2024-03-07,0.95344,1519.9231996399099
1893,2024-03-08,0.92124,1468.5916769133564
1894,2024-03-09,1.02415,1632.6453105714188
1895,2024-03-10,1.22506,1952.925317745079
1896,2024-03-11,0.92614,1476.4029955891363
1897,2024-03-12,0.92614,1476.4029955891363
1898,2024-03-13,0.84424,1345.8423834368157
1899,2024-03-14,0.90164,1437.3464022102369
1900,2024-03-15,1.05005,1673.9337092862552
1901,2024-03-16,1.14945,1832.39188813779
1902,2024-03-17,1.31396,2094.644956577085
1903,2024-03-18,1.00875,1608.0954518761107
1904,2024-03-19,0.94224,1502.068756952413
1905,2024-03-20,0.97304,1551.1684743430294
1906,2024-03-21,0.91354,1456.3167475657024
1907,2024-03-22,0.87714,1398.2898088313377
1908,2024-03-23,0.99194,1581.2978463781803
1909,2024-03-24,1.24886,1990.8660084560097
1910,2024-03-25,0.98074,1563.4434036906832
1911,2024-03-26,1.04445,1665.0064879425072
1912,2024-03-27,1.05565,1682.8609306300038
1913,2024-03-28,1.13195,1804.494321438576
1914,2024-03-29,1.12145,1787.755781419048
1915,2024-03-30,1.18725,1892.6506322080916
1916,2024-03-31,1.21666,1939.5344857294563
1917,2024-04-01,0.95344,1519.9231996399099
1918,2024-04-02,0.94014,1498.7210489485074
1919,2024-04-03,0.85964,1370.3922421321238
1920,2024-04-04,0.90514,1442.9259155500797
1921,2024-04-05,0.88974,1418.3760568547716
1922,2024-04-06,0.93524,1490.9097302727273
1923,2024-04-07,1.01855,1623.7180892276706
1924,2024-04-08,0.90934,1449.6213315578912
1925,2024-04-09,0.93174,1485.3302169328847
1926,2024-04-10,0.94714,1509.8800756281928
1927,2024-04-11,0.85264,1359.2332154524381
1928,2024-04-12,0.83794,1335.7992594250986
1929,2024-04-13,0.90514,1442.9259155500797
1930,2024-04-14,0.94224,1502.068756952413
1931,2024-04-15,0.97514,1554.516182346935
1932,2024-04-16,0.86034,1371.5081448000924
1933,2024-04-17,0.86104,1372.624047468061
1934,2024-04-18,0.84144,1341.3787727649412
1935,2024-04-19,0.84774,1351.4218967766585
1936,2024-04-20,0.89394,1425.0714728625828
1937,2024-04-21,0.88274,1407.217030175086
1938,2024-04-22,0.82954,1322.4084274094762
1939,2024-04-23,0.87994,1402.753419503212
1940,2024-04-24,0.87294,1391.5943928235263
1941,2024-04-25,0.85474,1362.580923456344
1942,2024-04-26,0.85404,1361.4650207883753
1943,2024-04-27,0.85754,1367.044534128218
1944,2024-04-28,1.03395,1648.2679479229785
1945,2024-04-29,0.82044,1307.9016927258847
1946,2024-04-30,0.75323,1200.7590951342183
1947,2024-05-01,0.85684,1365.9286314602496
1948,2024-05-02,0.75113,1197.4113871303127
1949,2024-05-03,0.72313,1152.7752804115707
1950,2024-05-04,0.77423,1234.2361751732751
1951,2024-05-05,0.86944,1386.0148794836834
1952,2024-05-06,0.91564,1459.664455569608
1953,2024-05-07,0.80014,1275.5405153547968
1954,2024-05-08,0.73153,1166.1661124271934
1955,2024-05-09,0.76163,1214.1499271498412
1956,2024-05-10,0.71263,1136.0367403920425
1957,2024-05-11,0.83724,1334.68335675713
1958,2024-05-12,1.00595,1603.6318412042365
1959,2024-05-13,0.85054,1355.8855074485325
1960,2024-05-14,0.72943,1162.8184044232878
1961,2024-05-15,0.86034,1371.5081448000924
1962,2024-05-16,0.74693,1190.7159711225015
1963,2024-05-17,0.75253,1199.64319246625
1964,2024-05-18,0.77493,1235.3520778412437
1965,2024-05-19,0.81624,1301.2062767180735
1966,2024-05-20,0.73643,1173.9774311029732
1967,2024-05-21,0.69933,1114.83458970064
1968,2024-05-22,0.69163,1102.5596603529857
1969,2024-05-23,0.70073,1117.066395036577
1970,2024-05-24,0.73853,1177.3251391068789
1971,2024-05-25,0.81274,1295.6267633782309
1972,2024-05-26,0.82744,1319.0607194055704
1973,2024-05-27,0.76093,1213.0340244818726
1974,2024-05-28,0.74973,1195.1795817943757
1975,2024-05-29,0.71123,1133.8049350561055
1976,2024-05-30,0.98914,1576.8342357063061
1977,2024-05-31,0.89464,1426.1873755305514
1978,2024-06-01,0.82464,1314.5971087336961
1979,2024-06-02,0.84774,1351.4218967766585
1980,2024-06-03,0.82884,1321.2925247415076
1981,2024-06-04,0.70493,1123.7618110443882
1982,2024-06-05,0.73293,1168.3979177631304
1983,2024-06-06,0.74763,1191.8318737904701
1984,2024-06-07,0.73083,1165.0502097592248
1985,2024-06-08,0.81064,1292.279055374325
1986,2024-06-09,0.80084,1276.6564180227654
1987,2024-06-10,0.68953,1099.21195234908
1988,2024-06-11,0.69583,1109.2550763607971
1989,2024-06-12,0.75113,1197.4113871303127
1990,2024-06-13,0.73363,1169.513820431099
1991,2024-06-14,0.62653,998.7807122319105
1992,2024-06-15,0.69163,1102.5596603529857
1993,2024-06-16,0.72033,1148.3116697396965
1994,2024-06-17,0.67903,1082.473412329552
1995,2024-06-18,0.68673,1094.7483416772059
1996,2024-06-19,0.63913,1018.8669602553443
1997,2024-06-20,0.65033,1036.7214029428412
1998,2024-06-21,0.62233,992.0852962240992
1999,2024-06-22,0.65313,1041.1850136147154
2000,2024-06-23,0.66783,1064.6189696420552
2001,2024-06-24,0.65453,1043.4168189506524
2002,2024-06-25,0.67343,1073.5461909858034
2003,2024-06-26,1.53097,2440.5907251140216
2004,2024-06-27,0.96534,1538.8935449953751
2005,2024-06-28,0.68323,1089.1688283373633
2006,2024-06-29,0.72943,1162.8184044232878
2007,2024-06-30,0.75463,1202.9909004701556
2008,2024-07-01,0.68183,1086.9370230014263
2009,2024-07-02,0.74903,1194.0636791264071
2010,2024-07-03,0.73363,1169.513820431099
2011,2024-07-04,0.66153,1054.575845630338
2012,2024-07-05,0.61183,975.3467562045709
2013,2024-07-06,0.70563,1124.8777137123568
2014,2024-07-07,0.72523,1156.1229884154764
2015,2024-07-08,0.70423,1122.6459083764198
2016,2024-07-09,0.83094,1324.6402327454132
2017,2024-07-10,0.70143,1118.1822977045456
2018,2024-07-11,0.78683,1254.322423196709
2019,2024-07-12,0.72523,1156.1229884154764
2020,2024-07-13,0.89394,1425.0714728625828
2021,2024-07-14,0.88204,1406.1011275071176
2022,2024-07-15,0.76023,1211.918121813904
2023,2024-07-16,0.79103,1261.0178392045204
2024,2024-07-17,0.72383,1153.8911830795391
2025,2024-07-18,0.69373,1105.9073683568915
2026,2024-07-19,0.68393,1090.2847310053319
2027,2024-07-20,0.67763,1080.2416069936148
2028,2024-07-21,0.76513,1219.7294404896838
2029,2024-07-22,0.71403,1138.2685457279797
2030,2024-07-23,0.68673,1094.7483416772059
2031,2024-07-24,0.68393,1090.2847310053319
2032,2024-07-25,0.63773,1016.6351549194073
2033,2024-07-26,0.64963,1035.6055002748728
2034,2024-07-27,0.71193,1134.9208377240739
2035,2024-07-28,0.73993,1179.5569444428158
2036,2024-07-29,0.65873,1050.112234958464
2037,2024-07-30,0.61463,979.8103668764451
2038,2024-07-31,0.64613,1030.02598693503
2039,2024-08-01,0.65943,1051.2281376264323
2040,2024-08-02,0.67623,1078.0098016576776
2041,2024-08-03,0.71823,1144.963961735791
2042,2024-08-04,0.75813,1208.5704138099984
2043,2024-08-05,0.74903,1194.0636791264071
2044,2024-08-06,0.71193,1134.9208377240739
2045,2024-08-07,0.73083,1165.0502097592248
2046,2024-08-08,0.75183,1198.5272897982813
2047,2024-08-09,0.71123,1133.8049350561055
2048,2024-08-10,0.79733,1271.0609632162373
2049,2024-08-11,0.88624,1412.7965435149288
2050,2024-08-12,0.79803,1272.1768658842059
2051,2024-08-13,0.82044,1307.9016927258847
2052,2024-08-14,0.80294,1280.004126026671
2053,2024-08-15,0.88484,1410.5647381789915
2054,2024-08-16,0.83864,1336.9151620930672
2055,2024-08-17,0.78753,1255.4383258646776
2056,2024-08-18,0.93314,1487.5620222688217
2057,2024-08-19,0.80154,1277.772320690734
2058,2024-08-20,0.79453,1266.597352544363
2059,2024-08-21,0.86174,1373.7399501360294
2060,2024-08-22,0.85264,1359.2332154524381
2061,2024-08-23,0.78893,1257.6701312006146
2062,2024-08-24,0.94364,1504.3005622883502
2063,2024-08-25,0.91494,1458.5485529016394
2064,2024-08-26,0.88274,1407.217030175086
2065,2024-08-27,0.86664,1381.5512688118092
2066,2024-08-28,0.87644,1397.173906163369
2067,2024-08-29,0.89674,1429.535083534457
2068,2024-08-30,0.81204,1294.5108607102622
2069,2024-08-31,0.93734,1494.2574382766331
2070,2024-09-01,0.92194,1469.707579581325
2071,2024-09-02,0.87714,1398.2898088313377
2072,2024-09-03,0.88344,1408.3329328430546
2073,2024-09-04,0.86034,1371.5081448000924
2074,2024-09-05,0.89884,1432.8827915383627
2075,2024-09-06,0.87504,1394.942100827432
2076,2024-09-07,0.99194,1581.2978463781803
2077,2024-09-08,1.16205,1852.4781361612238
2078,2024-09-09,1.05005,1673.9337092862552
2079,2024-09-10,0.96254,1534.429934323501
2080,2024-09-11,1.32026,2104.6880805888018
2081,2024-09-12,1.47077,2344.623095668726
2082,2024-09-13,0.98354,1567.9070143625574
2083,2024-09-14,0.94154,1500.9528542844446
2084,2024-09-15,1.01645,1620.370381223765
2085,2024-09-16,0.97654,1556.747987682872
2086,2024-09-17,0.98074,1563.4434036906832
2087,2024-09-18,1.11935,1784.408073415142
2088,2024-09-19,1.10535,1762.0900200557712
2089,2024-09-20,1.09835,1750.9309933760853
2090,2024-09-21,1.28876,2054.4724605302167
2091,2024-09-22,1.28526,2048.8929471903743
2092,2024-09-23,1.19915,1911.620977563557
2093,2024-09-24,1.12985,1801.1466134346704
2094,2024-09-25,1.15785,1845.7827201534126
2095,2024-09-26,1.23416,1967.43205242867
2096,2024-09-27,1.20056,1913.8687243661795
2097,2024-09-28,1.25866,2006.4886458075691
2098,2024-09-29,1.40217,2235.264634207808
2099,2024-09-30,1.22366,1950.6935124091417
