,date,칼하트,칼하트_absolute
627,2020-09-19,4.15101,5250.726200417189
628,2020-09-20,4.48559,5673.945602956712
629,2020-09-21,4.33716,5486.192432059044
630,2020-09-22,4.03293,5101.363575478858
631,2020-09-23,4.07229,5151.151117124968
632,2020-09-24,3.85908,4881.455950601411
633,2020-09-25,3.88614,4915.684885483112
634,2020-09-26,4.33552,5484.117951157123
635,2020-09-27,4.62171,5846.127517816177
636,2020-09-28,3.61307,4570.27116603943
637,2020-09-29,3.36624,4258.049141026487
638,2020-09-30,3.73771,4727.931714585446
639,2020-10-01,4.15593,5256.949643122952
640,2020-10-02,4.19611,5307.774425220024
641,2020-10-03,4.56103,5769.371724445089
642,2020-10-04,5.31628,6724.708127601209
643,2020-10-05,6.05759,7662.411443090997
644,2020-10-06,5.837,7383.381112508794
645,2020-10-07,5.80092,7337.742532666526
646,2020-10-08,4.92841,6234.080745023038
647,2020-10-09,4.6865,5928.082162715858
648,2020-10-10,5.24494,6634.468208367633
649,2020-10-11,5.14326,6505.850392448515
650,2020-10-12,4.71684,5966.460059401402
651,2020-10-13,4.46181,5643.865629878853
652,2020-10-14,4.8341,6114.7854438887725
653,2020-10-15,5.08913,6437.379873411321
654,2020-10-16,4.45033,5629.344263565405
655,2020-10-17,4.63893,5867.90956728635
656,2020-10-18,4.95465,6267.272439453777
657,2020-10-19,26.2034,33145.398088660775
658,2020-10-20,5.07683,6421.821266646912
659,2020-10-21,4.68732,5929.119403166818
660,2020-10-22,4.44623,5624.158061310601
661,2020-10-23,4.33388,5482.043470255202
662,2020-10-24,4.64549,5876.207490894034
663,2020-10-25,5.15556,6521.408999212925
664,2020-10-26,4.26664,5396.98975327643
665,2020-10-27,4.05507,5129.369067654795
666,2020-10-28,4.05753,5132.480789007676
667,2020-10-29,3.65981,4629.393871744185
668,2020-10-30,3.29572,4168.846462243873
669,2020-10-31,3.54419,4483.142968158736
670,2020-11-01,4.42408,5596.1399198608715
671,2020-11-02,4.12477,5217.5345059864485
672,2020-11-03,4.58071,5794.265495268144
673,2020-11-04,4.3757,5534.9427332541945
674,2020-11-05,3.92632,4966.509667580183
675,2020-11-06,3.39986,4300.575999515872
676,2020-11-07,3.58355,4532.930509804846
677,2020-11-08,4.09033,5173.970407046102
678,2020-11-09,4.13543,5231.018631848938
679,2020-11-10,3.69261,4670.883489782611
680,2020-11-11,3.61881,4577.531849196153
681,2020-11-12,3.35394,4242.490534262078
682,2020-11-13,2.94638,3726.9567315870586
683,2020-11-14,3.20305,4051.625642011529
684,2020-11-15,3.76478,4762.173298740939
685,2020-11-16,3.42282,4329.618732142771
686,2020-11-17,3.3359,4219.671244340943
687,2020-11-18,3.50893,4438.541628767429
688,2020-11-19,2.98246,3772.5953114293266
689,2020-11-20,2.94474,3724.8822506851375
690,2020-11-21,3.09727,3917.821623837607
691,2020-11-22,3.61061,4567.159444686547
692,2020-11-23,3.63521,4598.276658215366
693,2020-11-24,3.28588,4156.399576832345
694,2020-11-25,3.23995,4098.3014623047575
695,2020-11-26,3.60651,4561.973242431744
696,2020-11-27,3.63029,4592.0532155096025
697,2020-11-28,4.10509,5192.640735163393
698,2020-11-29,4.04277,5113.810460890385
699,2020-11-30,3.83038,4845.152534817789
700,2020-12-01,3.87384,4900.126278718702
701,2020-12-02,3.11121,3935.4547115039377
702,2020-12-03,3.021,3821.3456126244764
703,2020-12-04,2.82994,3579.668587550649
704,2020-12-05,3.02428,3825.494574428319
705,2020-12-06,3.14647,3980.0560508952453
706,2020-12-07,2.92834,3704.1374416659246
707,2020-12-08,2.91276,3684.429873097673
708,2020-12-09,2.87832,3640.865774157326
709,2020-12-10,2.76679,3499.7884235528877
710,2020-12-11,2.59377,3280.930688400195
711,2020-12-12,2.91768,3690.6533158034363
712,2020-12-13,3.01198,3809.935967663909
713,2020-12-14,3.05299,3861.810639485733
714,2020-12-15,2.95458,3737.329136096665
715,2020-12-16,2.82666,3575.5196257468065
716,2020-12-17,2.67003,3377.394050339534
717,2020-12-18,2.66593,3372.2078480847304
718,2020-12-19,2.64625,3347.3140772616753
719,2020-12-20,3.07103,3884.629929406867
720,2020-12-21,2.77335,3508.0863471605735
721,2020-12-22,2.49044,3150.225742305363
722,2020-12-23,2.69217,3405.3995425154703
723,2020-12-24,2.14767,2716.6465845300263
724,2020-12-25,2.4027,3039.241014052575
725,2020-12-26,2.49782,3159.560906364008
726,2020-12-27,2.84388,3597.3016752169797
727,2020-12-28,2.4232,3065.1720253265908
728,2020-12-29,2.4683,3122.220250129426
729,2020-12-30,2.44698,3095.2519984044493
730,2020-12-31,2.0632,2609.798168807289
731,2021-01-01,2.45354,3103.549922012134
732,2021-01-02,2.76843,3501.8629044548093
733,2021-01-03,2.85946,3617.009243785232
734,2021-01-04,2.63805,3336.9416727520684
735,2021-01-05,2.68151,3391.915416652982
736,2021-01-06,2.68069,3390.878176202021
737,2021-01-07,2.99066,3782.967715938933
738,2021-01-08,3.01936,3819.271131722555
739,2021-01-09,4.98253,6302.538614786438
740,2021-01-10,41.88493,52981.39473372502
741,2021-01-11,13.98815,17693.99391964021
742,2021-01-12,8.24217,10425.746497188044
743,2021-01-13,5.01697,6346.102713726785
744,2021-01-14,3.9624,5012.148247422451
745,2021-01-15,3.33754,4221.745725242865
746,2021-01-16,3.44332,4355.549743416786
747,2021-01-17,3.85088,4871.083546091805
748,2021-01-18,3.49498,4420.8958918273065
749,2021-01-19,3.04889,3856.62443723093
750,2021-01-20,3.16123,3998.726379012537
751,2021-01-21,2.96032,3744.589819253389
752,2021-01-22,3.03576,3840.0159407417673
753,2021-01-23,3.11285,3937.5291924058592
754,2021-01-24,3.35066,4238.341572458235
755,2021-01-25,3.09645,3916.784383386647
756,2021-01-26,3.05791,3868.034082191497
757,2021-01-27,2.86274,3621.1582055890744
758,2021-01-28,2.84634,3600.4133965698616
759,2021-01-29,3.07185,3885.6671698578275
760,2021-01-30,3.65899,4628.356631293225
761,2021-01-31,3.69507,4673.995211135492
762,2021-02-01,3.37116,4264.272583732251
763,2021-02-02,3.22109,4074.4449319326627
764,2021-02-03,3.31376,4191.665752165006
765,2021-02-04,3.09481,3914.7099024847253
766,2021-02-05,2.85946,3617.009243785232
767,2021-02-06,3.15877,3995.6146576596548
768,2021-02-07,3.65325,4621.095948136501
769,2021-02-08,3.19813,4045.402199305765
770,2021-02-09,2.94884,3730.068452939941
771,2021-02-10,2.90784,3678.206430391909
772,2021-02-11,3.34328,4229.006408399589
773,2021-02-12,3.91156,4947.839339462892
774,2021-02-13,4.51511,5711.2862591912935
775,2021-02-14,4.62417,5849.239239169058
776,2021-02-15,4.37488,5533.905492803234
777,2021-02-16,4.23138,5352.388413885123
778,2021-02-17,3.8804,4908.424202326388
779,2021-02-18,3.72131,4707.186905566233
780,2021-02-19,3.35312,4241.453293811117
781,2021-02-20,3.88696,4916.722125934073
782,2021-02-21,4.32896,5475.820027549439
783,2021-02-22,3.9337,4975.844831638829
784,2021-02-23,3.71557,4699.926222409508
785,2021-02-24,3.53517,4471.733323198169
786,2021-02-25,3.97471,5027.719503460653
787,2021-02-26,3.59585,4548.489116569256
788,2021-02-27,3.62619,4586.8670132547995
789,2021-02-28,4.14281,5240.353795907582
790,2021-03-01,4.45525,5635.567706271168
791,2021-03-02,3.41954,4325.469770338928
792,2021-03-03,3.25389,4115.934549971088
793,2021-03-04,3.26865,4134.604878088379
794,2021-03-05,2.93326,3710.360884371689
795,2021-03-06,3.39494,4294.3525568101095
796,2021-03-07,4.05261,5126.257346301913
797,2021-03-08,3.29654,4169.883702694833
798,2021-03-09,3.17599,4017.396707129828
799,2021-03-10,3.14483,3977.981569993324
800,2021-03-11,2.90456,3674.0574685880665
801,2021-03-12,2.93982,3718.6588079793737
802,2021-03-13,3.27112,4137.7292487150535
803,2021-03-14,3.78856,4792.253271818797
804,2021-03-15,3.33262,4215.522282537101
805,2021-03-16,3.31294,4190.628511714046
806,2021-03-17,2.99804,3792.3028799975787
807,2021-03-18,3.08825,3906.4119788770404
808,2021-03-19,2.93654,3714.509846175531
809,2021-03-20,3.27358,4140.840970067936
810,2021-03-21,3.70245,4683.3303751941385
811,2021-03-22,3.03658,3841.053181192728
812,2021-03-23,3.07841,3893.965093465513
813,2021-03-24,2.85208,3607.674079726586
814,2021-03-25,2.92834,3704.1374416659246
815,2021-03-26,2.96114,3745.62705970435
816,2021-03-27,3.32852,4210.336080282298
817,2021-03-28,3.66555,4636.65455490091
818,2021-03-29,3.07923,3895.002333916473
819,2021-03-30,2.72825,3451.0381223577383
820,2021-03-31,2.73235,3456.2243246125413
821,2021-04-01,2.66757,3374.2823289866515
822,2021-04-02,2.5134,3179.2684749322602
823,2021-04-03,2.9144,3686.504353999594
824,2021-04-04,3.35722,4246.63949606592
825,2021-04-05,2.89882,3666.7967854313424
826,2021-04-06,2.76187,3493.5649808471244
827,2021-04-07,2.52406,3192.7526007947486
828,2021-04-08,2.61591,3308.936180576132
829,2021-04-09,3.10875,3932.3429901510563
830,2021-04-10,2.80452,3547.5141335708695
831,2021-04-11,3.37034,4263.235343281291
832,2021-04-12,3.14319,3975.907089091403
833,2021-04-13,2.89636,3663.68506407846
834,2021-04-14,2.72497,3446.8891605538956
835,2021-04-15,2.70283,3418.8836683779587
836,2021-04-16,2.46256,3114.959566972701
837,2021-04-17,2.73481,3459.336045965423
838,2021-04-18,3.12597,3954.1250396212295
839,2021-04-19,2.70283,3418.8836683779587
840,2021-04-20,2.75531,3485.2670572394395
841,2021-04-21,2.90538,3675.0947090390273
842,2021-04-22,6.93667,8774.383803615963
843,2021-04-23,2.55194,3228.01877612741
844,2021-04-24,2.59951,3288.191371556919
845,2021-04-25,3.04643,3853.5127158780483
846,2021-04-26,2.66265,3368.058886280888
847,2021-04-27,2.46174,3113.92232652174
848,2021-04-28,2.51586,3182.380196285142
849,2021-04-29,2.50438,3167.8588299716935
850,2021-04-30,2.30429,2914.7595106635067
851,2021-05-01,2.60115,3290.2658524588405
852,2021-05-02,2.87504,3636.7168123534834
853,2021-05-03,2.68643,3398.1388593587462
854,2021-05-04,2.22721,2817.2589082732075
855,2021-05-05,2.60443,3294.4148142626827
856,2021-05-06,2.38384,3015.3844836804806
857,2021-05-07,2.16079,2733.242431745396
858,2021-05-08,2.34612,2967.6714229362915
859,2021-05-09,2.65937,3363.909924477045
860,2021-05-10,2.39614,3030.94309044489
861,2021-05-11,2.3494,2971.820384740134
862,2021-05-12,2.28051,2884.6795375856486
863,2021-05-13,2.25263,2849.413362252987
864,2021-05-14,2.27641,2879.493335330845
865,2021-05-15,2.38876,3021.6079263862443
866,2021-05-16,2.8201,3567.2217021391216
867,2021-05-17,2.34776,2969.7459038382126
868,2021-05-18,2.28215,2886.75401848757
869,2021-05-19,2.50274,3165.7843490697724
870,2021-05-20,2.47896,3135.704375991914
871,2021-05-21,2.61755,3311.010661478053
872,2021-05-22,2.51586,3182.380196285142
873,2021-05-23,2.68397,3395.0271380058643
874,2021-05-24,2.50028,3162.6726277168905
875,2021-05-25,2.47568,3131.5554141880716
876,2021-05-26,2.34366,2964.559701583409
877,2021-05-27,2.10503,2662.7100810800735
878,2021-05-28,1.92298,2432.4300516930207
879,2021-05-29,2.11077,2669.9707642367975
880,2021-05-30,2.59459,3281.9679288511556
881,2021-05-31,2.4314,3075.544429836197
882,2021-06-01,2.33956,2959.3734993286066
883,2021-06-02,2.24771,2843.1899195472233
884,2021-06-03,2.07058,2619.133332865935
885,2021-06-04,1.90494,2409.6107617718867
886,2021-06-05,2.0714,2620.170573316895
887,2021-06-06,2.64543,3346.2768368107145
888,2021-06-07,2.25919,2857.711285860672
889,2021-06-08,2.31741,2931.3553578788774
890,2021-06-09,2.16161,2734.279672196357
891,2021-06-10,2.15587,2727.0189890396327
892,2021-06-11,1.86393,2357.736089950063
893,2021-06-12,2.01974,2554.8244249063755
894,2021-06-13,2.50438,3167.8588299716935
895,2021-06-14,2.34284,2963.522461132449
896,2021-06-15,2.05828,2603.574726101525
897,2021-06-16,1.9238,2433.4672921439815
898,2021-06-17,1.85409,2345.289204538535
899,2021-06-18,1.76717,2235.3417167367083
900,2021-06-19,1.91396,2421.020406732454
901,2021-06-20,2.27887,2882.605056683727
902,2021-06-21,2.05746,2602.537485650564
903,2021-06-22,2.0468,2589.0533597880762
904,2021-06-23,1.80981,2289.278220186661
905,2021-06-24,1.78931,2263.3472089126453
906,2021-06-25,1.68599,2132.6549120916056
907,2021-06-26,1.90412,2408.5735213209264
908,2021-06-27,2.06402,2610.83540925825
909,2021-06-28,1.8828,2381.6052695959497
910,2021-06-29,1.81555,2296.5389033433858
911,2021-06-30,1.85327,2344.251964087575
912,2021-07-01,1.80735,2286.1664988337793
913,2021-07-02,1.58594,2006.0989278006161
914,2021-07-03,1.90822,2413.7597235757294
915,2021-07-04,2.32807,2944.8394837413653
916,2021-07-05,1.92134,2430.3555707910996
917,2021-07-06,1.95906,2478.0686315352887
918,2021-07-07,2.07468,2624.3195351207373
919,2021-07-08,1.85491,2346.326444989496
920,2021-07-09,1.74831,2211.4851863646136
921,2021-07-10,3.25471,4116.971790422049
922,2021-07-11,5.96247,7542.0915507795635
923,2021-07-12,3.19157,4037.10427569808
924,2021-07-13,2.61673,3309.973421027092
925,2021-07-14,2.29199,2899.2009038990977
926,2021-07-15,6.34789,8029.619861278645
927,2021-07-16,4.13625,5232.055872299898
928,2021-07-17,2.55522,3232.1677379312523
929,2021-07-18,2.74465,3471.782931376951
930,2021-07-19,2.37072,2998.7886364651104
931,2021-07-20,2.43386,3078.656151189079
932,2021-07-21,2.30593,2916.8339915654283
933,2021-07-22,2.05582,2600.4630047486435
934,2021-07-23,1.96398,2484.2920742410524
935,2021-07-24,1.92052,2429.318330340139
936,2021-07-25,2.07714,2627.4312564736197
937,2021-07-26,2.74547,3472.8201718279115
938,2021-07-27,2.71841,3438.5912369462108
939,2021-07-28,4.36832,5525.607569195548
940,2021-07-29,2.415,3054.7996208169848
941,2021-07-30,1.8951,2397.163876360359
942,2021-07-31,2.03942,2579.71819572943
943,2021-08-01,2.45272,3102.5126815611734
944,2021-08-02,2.11651,2677.231447393522
945,2021-08-03,2.05828,2603.574726101525
946,2021-08-04,1.891,2391.977674105556
947,2021-08-05,1.99678,2525.7816922794777
948,2021-08-06,1.75159,2215.6341481684562
949,2021-08-07,1.71469,2168.958327875228
950,2021-08-08,2.10995,2668.933523785837
951,2021-08-09,1.87952,2377.456307792107
952,2021-08-10,1.932,2443.8396966535875
953,2021-08-11,2.20343,2787.1789351953494
954,2021-08-12,2.16571,2739.46587445116
955,2021-08-13,1.86229,2355.6616090481416
956,2021-08-14,2.05664,2601.5002451996033
957,2021-08-15,2.35924,2984.2672701516613
958,2021-08-16,2.41008,3048.5761781112205
959,2021-08-17,2.4109,3049.6134185621813
960,2021-08-18,2.48306,3140.8905782467173
961,2021-08-19,2.56998,3250.838066048544
962,2021-08-20,2.27149,2873.269892625082
963,2021-08-21,2.51668,3183.417436736103
964,2021-08-22,2.94064,3719.6960484303345
965,2021-08-23,2.65609,3359.7609626732024
966,2021-08-24,2.68643,3398.1388593587462
967,2021-08-25,2.51094,3176.156753579379
968,2021-08-26,2.62411,3319.308585085738
969,2021-08-27,2.45272,3102.5126815611734
970,2021-08-28,2.84634,3600.4133965698616
971,2021-08-29,3.13007,3959.3112418760325
972,2021-08-30,2.65855,3362.8726840260847
973,2021-08-31,2.60689,3297.5265356155646
974,2021-09-01,2.83814,3590.0409920602556
975,2021-09-02,2.78975,3528.831156179786
976,2021-09-03,2.79631,3537.129079787471
977,2021-09-04,2.72333,3444.814679651974
978,2021-09-05,3.34082,4225.894687046707
979,2021-09-06,3.0169,3816.1594103696734
980,2021-09-07,3.16205,3999.763619463497
981,2021-09-08,3.03905,3844.1775518194027
982,2021-09-09,2.75531,3485.2670572394395
983,2021-09-10,2.66593,3372.2078480847304
984,2021-09-11,3.14729,3981.0932913462057
985,2021-09-12,3.57125,4517.371903040437
986,2021-09-13,3.00624,3802.675284507185
987,2021-09-14,2.78237,3519.49599212114
988,2021-09-15,2.71185,3430.293313338526
989,2021-09-16,2.75859,3489.4160190432817
990,2021-09-17,2.63149,3328.6437491443835
991,2021-09-18,2.88488,3649.1636977650114
992,2021-09-19,2.78975,3528.831156179786
993,2021-09-20,2.93572,3713.4726057245703
994,2021-09-21,3.25225,4113.860069069167
995,2021-09-22,3.54665,4486.254689511618
996,2021-09-23,3.20305,4051.625642011529
997,2021-09-24,2.99312,3786.0794372918144
998,2021-09-25,3.30064,4175.069904949636
999,2021-09-26,3.64259,4607.611822274012
1000,2021-09-27,3.39494,4294.3525568101095
1001,2021-09-28,3.05873,3869.0713226424577
1002,2021-09-29,2.83158,3581.7430684525707
1003,2021-09-30,2.66347,3369.096126731848
1004,2021-10-01,2.54128,3214.5346502649218
1005,2021-10-02,2.61591,3308.936180576132
1006,2021-10-03,2.8611,3619.083724687153
1007,2021-10-04,3.14647,3980.0560508952453
1008,2021-10-05,2.79467,3535.0545988855497
1009,2021-10-06,2.70939,3427.1815919856435
1010,2021-10-07,2.46994,3124.2947310313466
1011,2021-10-08,2.4068,3044.4272163073783
1012,2021-10-09,2.47568,3131.5554141880716
1013,2021-10-10,2.90128,3669.908506784224
1014,2021-10-11,3.54501,4484.180208609697
1015,2021-10-12,3.25799,4121.120752225891
1016,2021-10-13,2.91932,3692.727796705358
1017,2021-10-14,2.9554,3738.366376547626
1018,2021-10-15,2.72907,3452.075362808699
1019,2021-10-16,3.73115,4719.63379097776
1020,2021-10-17,4.84558,6129.306810202221
1021,2021-10-18,4.62089,5845.090277365216
1022,2021-10-19,3.97225,5024.607782107771
1023,2021-10-20,3.49744,4424.007613180188
1024,2021-10-21,3.45644,4372.145590632157
1025,2021-10-22,3.22929,4084.8173364422696
1026,2021-10-23,3.3072,4183.367828557321
1027,2021-10-24,3.73443,4723.782752781603
1028,2021-10-25,3.35558,4244.565015163998
1029,2021-10-26,3.09891,3919.8961047395287
1030,2021-10-27,3.04971,3857.661677681891
1031,2021-10-28,3.22601,4080.6683746384265
1032,2021-10-29,5.29496,6697.739875876232
1033,2021-10-30,3.54255,4481.068487256815
1034,2021-10-31,3.56305,4506.999498530831
1035,2021-11-01,3.3318,4214.48504208614
1036,2021-11-02,3.10055,3921.9705856414503
1037,2021-11-03,3.14975,3984.205012699088
1038,2021-11-04,2.76105,3492.5277403961636
1039,2021-11-05,2.54948,3224.907054774528
1040,2021-11-06,2.79139,3530.905637081707
1041,2021-11-07,3.11777,3943.7526351116235
1042,2021-11-08,3.24487,4104.524905010521
1043,2021-11-09,3.32278,4203.0753971255735
1044,2021-11-10,3.27194,4138.766489166014
1045,2021-11-11,2.79221,3531.9428775326674
1046,2021-11-12,2.84224,3595.227194315058
1047,2021-11-13,2.74301,3469.7084504750296
1048,2021-11-14,2.98984,3781.930475487972
1049,2021-11-15,2.87914,3641.903014608287
1050,2021-11-16,2.62411,3319.308585085738
1051,2021-11-17,2.44698,3095.2519984044493
1052,2021-11-18,2.52078,3188.603638990906
1053,2021-11-19,2.85618,3612.8602819813896
1054,2021-11-20,2.45518,3105.6244029140553
1055,2021-11-21,2.8939,3660.573342725578
1056,2021-11-22,2.94146,3720.7332888812953
1057,2021-11-23,2.8283,3577.5941066487276
1058,2021-11-24,2.79877,3540.240801140353
1059,2021-11-25,3.32114,4201.000916223653
1060,2021-11-26,10.57927,13382.008275163767
1061,2021-11-27,5.61478,7102.288950298463
1062,2021-11-28,4.55201,5757.962079484522
1063,2021-11-29,4.16003,5262.135845377756
1064,2021-11-30,3.44578,4358.661464769669
1065,2021-12-01,3.14401,3976.9443295423634
1066,2021-12-02,2.60853,3299.601016517486
1067,2021-12-03,2.39696,3031.980330895851
1068,2021-12-04,2.36252,2988.416231955504
1069,2021-12-05,2.60689,3297.5265356155646
1070,2021-12-06,2.42074,3062.060303973709
1071,2021-12-07,2.27149,2873.269892625082
1072,2021-12-08,2.05254,2596.314042944801
1073,2021-12-09,2.3494,2971.820384740134
1074,2021-12-10,2.05336,2597.351283395761
1075,2021-12-11,2.25509,2852.525083605869
1076,2021-12-12,2.65937,3363.909924477045
1077,2021-12-13,2.45846,3109.7733647178984
1078,2021-12-14,2.80452,3547.5141335708695
1079,2021-12-15,2.23049,2821.40787007705
1080,2021-12-16,2.07386,2623.282294669777
1081,2021-12-17,1.94184,2456.2865820651155
1082,2021-12-18,2.21409,2800.6630610578377
1083,2021-12-19,2.44616,3094.2147579534885
1084,2021-12-20,2.46912,3123.2574905803867
1085,2021-12-21,2.24525,2840.0781981943414
1086,2021-12-22,2.22065,2808.9609846655226
1087,2021-12-23,2.23295,2824.519591429932
1088,2021-12-24,1.93528,2447.98865845743
1089,2021-12-25,1.96234,2482.217593339131
1090,2021-12-26,2.47076,3125.3319714823074
1091,2021-12-27,2.22639,2816.2216678222467
1092,2021-12-28,2.08042,2631.5802182774623
1093,2021-12-29,2.02056,2555.8616653573363
1094,2021-12-30,1.98284,2508.1486046131467
1095,2021-12-31,1.68189,2127.4687098368026
1096,2022-01-01,2.0099,2542.377539494848
1097,2022-01-02,2.31905,2933.429838780798
1098,2022-01-03,2.33381,2952.10016689809
1099,2022-01-04,2.05172,2595.27680249384
1100,2022-01-05,2.55276,3229.056016578371
1101,2022-01-06,2.29445,2902.312625251979
1102,2022-01-07,2.45846,3109.7733647178984
1103,2022-01-08,5.24822,6638.617170171476
1104,2022-01-09,9.47632,11986.856622252755
1105,2022-01-10,5.99363,7581.506687916067
1106,2022-01-11,4.00587,5067.134640597156
1107,2022-01-12,3.52697,4461.360918688563
1108,2022-01-13,3.01034,3807.8614867619876
1109,2022-01-14,2.71103,3429.256072887565
1110,2022-01-15,2.8529,3608.7113201775464
1111,2022-01-16,3.01526,3814.084929467752
1112,2022-01-17,2.71841,3438.5912369462108
1113,2022-01-18,2.57901,3262.260360282903
1114,2022-01-19,2.44042,3086.9540747967644
1115,2022-01-20,2.31413,2927.2063960750347
1116,2022-01-21,2.25591,2853.5623240568298
1117,2022-01-22,2.64133,3341.090634555911
1118,2022-01-23,3.09399,3913.6726620337645
1119,2022-01-24,2.74875,3476.9691336317537
1120,2022-01-25,2.4683,3122.220250129426
1121,2022-01-26,2.29199,2899.2009038990977
1122,2022-01-27,2.25591,2853.5623240568298
1123,2022-01-28,2.23951,2832.8175150376173
1124,2022-01-29,2.36908,2996.714155563189
1125,2022-01-30,2.48306,3140.8905782467173
1126,2022-01-31,2.45764,3108.7361242669376
1127,2022-02-01,2.99804,3792.3028799975787
1128,2022-02-02,3.24651,4106.599385912442
1129,2022-02-03,3.10137,3923.0078260924106
1130,2022-02-04,2.99886,3793.3401204485394
1131,2022-02-05,3.27522,4142.9154509698565
1132,2022-02-06,3.43348,4343.102858005259
1133,2022-02-07,3.00624,3802.675284507185
1134,2022-02-08,3.63357,4596.202177313446
1135,2022-02-09,5.24494,6634.468208367633
1136,2022-02-10,3.57617,4523.595345746201
1137,2022-02-11,2.75613,3486.3042976904003
1138,2022-02-12,3.01362,3812.0104485658308
1139,2022-02-13,3.22191,4075.482172383623
1140,2022-02-14,2.71185,3430.293313338526
1141,2022-02-15,2.8693,3629.4561291967593
1142,2022-02-16,2.63149,3328.6437491443835
1143,2022-02-17,2.67741,3386.729214398179
1144,2022-02-18,2.60033,3289.2286120078797
1145,2022-02-19,2.72169,3442.7401987500534
1146,2022-02-20,3.12433,3952.0505587193084
1147,2022-02-21,3.20223,4050.5884015605684
1148,2022-02-22,2.82994,3579.668587550649
1149,2022-02-23,2.71431,3433.4050346914073
1150,2022-02-24,2.58393,3268.4838029886673
1151,2022-02-25,2.61919,3313.0851423799745
1152,2022-02-26,2.71267,3431.3305537894867
1153,2022-02-27,2.9923,3785.0421968408546
1154,2022-02-28,2.61263,3304.7872187722887
1155,2022-03-01,3.08087,3897.0768148183947
1156,2022-03-02,2.59705,3285.079650204037
1157,2022-03-03,2.43796,3083.842353443882
1158,2022-03-04,2.41582,3055.836861267945
1159,2022-03-05,2.68151,3391.915416652982
1160,2022-03-06,3.04725,3854.5499563290086
1161,2022-03-07,2.48552,3144.002299599599
1162,2022-03-08,2.25427,2851.487843154908
1163,2022-03-09,2.19359,2774.7320497838214
1164,2022-03-10,2.19195,2772.6575688819003
1165,2022-03-11,2.50438,3167.8588299716935
1166,2022-03-12,2.64051,3340.0533941049507
1167,2022-03-13,3.13581,3966.5719250327575
1168,2022-03-14,2.53964,3212.4601693630007
1169,2022-03-15,2.25919,2857.711285860672
1170,2022-03-16,2.31823,2932.3925983298373
1171,2022-03-17,2.16407,2737.391393549239
1172,2022-03-18,2.10256,2659.5857104533993
1173,2022-03-19,2.32233,2937.5788005846407
1174,2022-03-20,2.70201,3417.8464279269983
1175,2022-03-21,2.14521,2713.5348631771444
1176,2022-03-22,2.20343,2787.1789351953494
1177,2022-03-23,1.87706,2374.344586439225
1178,2022-03-24,1.9648,2485.329314692013
1179,2022-03-25,1.9812,2506.0741237112256
1180,2022-03-26,2.19359,2774.7320497838214
1181,2022-03-27,2.56342,3242.5401424408587
1182,2022-03-28,2.31085,2923.057434271192
1183,2022-03-29,2.21819,2805.8492633126402
1184,2022-03-30,1.88854,2388.8659527526743
1185,2022-03-31,2.40926,3047.53893766026
1186,2022-04-01,2.06074,2606.686447454407
1187,2022-04-02,2.13455,2700.050737314656
1188,2022-04-03,2.51422,3180.305715383221
1189,2022-04-04,2.20589,2790.2906565482313
1190,2022-04-05,2.22721,2817.2589082732075
1191,2022-04-06,2.06648,2613.9471306111313
1192,2022-04-07,1.92872,2439.6907348497452
1193,2022-04-08,1.97218,2494.664478750659
1194,2022-04-09,2.23377,2825.5568318808923
1195,2022-04-10,2.56916,3249.8008255975838
1196,2022-04-11,2.69709,3411.6229852212346
1197,2022-04-12,2.8078,3551.6630953747117
1198,2022-04-13,2.39778,3033.017571346811
1199,2022-04-14,2.17473,2750.8755194117266
1200,2022-04-15,1.87788,2375.381826890186
1201,2022-04-16,2.04844,2591.1278406899974
1202,2022-04-17,2.69627,3410.585744770274
1203,2022-04-18,2.08124,2632.617458728423
1204,2022-04-19,2.22639,2816.2216678222467
1205,2022-04-20,1.96808,2489.4782764958554
1206,2022-04-21,1.85245,2343.214723636614
1207,2022-04-22,1.74093,2202.1500223059684
1208,2022-04-23,2.07386,2623.282294669777
1209,2022-04-24,2.47404,3129.48093328615
1210,2022-04-25,2.13127,2695.901775510814
1211,2022-04-26,2.28543,2890.9029802914124
1212,2022-04-27,2.14603,2714.572103628105
1213,2022-04-28,1.99268,2520.5954900246743
1214,2022-04-29,1.75979,2226.0065526780627
1215,2022-04-30,1.90658,2411.685242673808
1216,2022-05-01,2.17801,2755.0244812155697
1217,2022-05-02,1.96234,2482.217593339131
1218,2022-05-03,1.72781,2185.554175090598
1219,2022-05-04,1.74011,2201.1127818550076
1220,2022-05-05,1.94758,2463.5472652218396
1221,2022-05-06,1.95824,2477.031391084328
1222,2022-05-07,1.87542,2372.270105537304
1223,2022-05-08,2.10913,2667.8962833348764
1224,2022-05-09,1.88854,2388.8659527526743
1225,2022-05-10,1.84261,2330.7678382250865
1226,2022-05-11,1.8705,2366.0466628315403
1227,2022-05-12,1.64745,2083.9046108964562
1228,2022-05-13,1.63925,2073.53220638685
1229,2022-05-14,1.76061,2227.0437931290235
1230,2022-05-15,2.16981,2744.6520767059633
1231,2022-05-16,1.97382,2496.73895965258
1232,2022-05-17,1.96398,2484.2920742410524
1233,2022-05-18,1.84507,2333.8795595779684
1234,2022-05-19,1.71879,2174.144530130031
1235,2022-05-20,1.64991,2087.0163322493377
1236,2022-05-21,1.90904,2414.79696402669
1237,2022-05-22,2.12963,2693.8272946088923
1238,2022-05-23,1.92052,2429.318330340139
