,date,헨리코튼,헨리코튼_absolute
0,2019-01-01,10.18181,1193.923535343009
1,2019-01-02,15.0622,1766.2002211830186
2,2019-01-03,15.58851,1827.9155641216885
3,2019-01-04,10.93779,1282.5700838691166
4,2019-01-05,13.42583,1574.3187526102167
5,2019-01-06,15.311,1795.3746190153627
6,2019-01-07,11.14832,1307.2569246072333
7,2019-01-08,9.92344,1163.6269550860043
8,2019-01-09,9.6555,1132.2081924043391
9,2019-01-10,8.85167,1037.950731754929
10,2019-01-11,8.70813,1021.1191679894358
11,2019-01-12,10.92822,1281.4479014444562
12,2019-01-13,11.42583,1339.797869713559
13,2019-01-14,8.79425,1031.217637206966
14,2019-01-15,8.77511,1028.9732723576449
15,2019-01-16,8.34449,978.4785810611655
16,2019-01-17,7.49282,878.6113808928673
17,2019-01-18,8.22966,965.013564569654
18,2019-01-19,10.39234,1218.6103760811259
19,2019-01-20,11.6555,1366.7290753009968
20,2019-01-21,8.7177,1022.2413504140964
21,2019-01-22,9.6555,1132.2081924043391
22,2019-01-23,8.28708,971.7466591176169
23,2019-01-24,7.59808,890.9542149597183
24,2019-01-25,7.41626,869.6339214955832
25,2019-01-26,9.72248,1140.062296772548
26,2019-01-27,11.07177,1298.280637814364
27,2019-01-28,8.34449,978.4785810611655
28,2019-01-29,7.42583,870.7561039202437
29,2019-01-30,7.80861,915.641055697835
30,2019-01-31,7.07177,829.2388720210483
31,2019-02-01,6.87081,805.6742137075922
32,2019-02-02,9.73205,1141.1844791972085
33,2019-02-03,10.46889,1227.5866628739952
34,2019-02-04,8.22966,965.013564569654
35,2019-02-05,7.64593,896.5651270830209
36,2019-02-06,8.83253,1035.7063669056079
37,2019-02-07,9.61722,1127.719462705697
38,2019-02-08,7.94258,931.3504370386677
39,2019-02-09,10.0,1172.6044144832883
40,2019-02-10,11.39712,1336.4313224395773
41,2019-02-11,8.22966,965.013564569654
42,2019-02-12,8.88038,1041.3172790289104
43,2019-02-13,10.60287,1243.2972168192423
44,2019-02-14,8.20095,961.6470172956724
45,2019-02-15,7.39712,867.3895566462622
46,2019-02-16,9.40669,1103.0326219675803
47,2019-02-17,10.69856,1254.517868461433
48,2019-02-18,8.57416,1005.409786648603
49,2019-02-19,8.11483,951.5485480781422
50,2019-02-20,7.57894,888.7098501103974
51,2019-02-21,7.39712,867.3895566462622
52,2019-02-22,7.50239,879.7335633175278
53,2019-02-23,9.30143,1090.6897879007292
54,2019-02-24,11.38755,1335.309140014917
55,2019-02-25,9.19617,1078.3469538338782
56,2019-02-26,8.64114,1013.2638910168122
57,2019-02-27,8.82296,1034.5841844809474
58,2019-02-28,8.22966,965.013564569654
59,2019-03-01,10.91866,1280.32689162421
60,2019-03-02,12.73684,1493.5274810567328
61,2019-03-03,13.33971,1564.2202833926867
62,2019-03-04,9.39712,1101.9104395429197
63,2019-03-05,8.65071,1014.3860734414727
64,2019-03-06,8.23923,966.1357469943143
65,2019-03-07,8.78468,1030.0954547823053
66,2019-03-08,8.29665,972.8688415422773
67,2019-03-09,10.16267,1191.679170493688
68,2019-03-10,12.7177,1491.2831162074117
69,2019-03-11,8.89952,1043.5616438782315
70,2019-03-12,9.08133,1064.880764737952
71,2019-03-13,8.00956,939.2045414068767
72,2019-03-14,7.49282,878.6113808928673
73,2019-03-15,7.49282,878.6113808928673
74,2019-03-16,11.25358,1319.5997586740843
75,2019-03-17,11.1866,1311.7456543058754
76,2019-03-18,8.50717,997.5545096759796
77,2019-03-19,9.04306,1060.3932076437245
78,2019-03-20,8.33492,977.356398636505
79,2019-03-21,7.60765,892.0763973843788
80,2019-03-22,7.19617,843.8260709372206
81,2019-03-23,9.93301,1164.7491375106647
82,2019-03-24,10.53588,1235.4419398466189
83,2019-03-25,8.32535,976.2342162118445
84,2019-03-26,7.20574,844.9482533618809
85,2019-03-27,9.56937,1122.1085505823944
86,2019-03-28,7.98086,935.8391667373096
87,2019-03-29,7.42583,870.7561039202437
88,2019-03-30,9.81818,1151.2841210191532
89,2019-03-31,11.22488,1316.2343840045173
90,2019-04-01,10.14354,1189.4359782487813
91,2019-04-02,7.98086,935.8391667373096
92,2019-04-03,7.61722,893.1985798090393
93,2019-04-04,6.95693,815.7726829251222
94,2019-04-05,6.52631,765.2779916286429
95,2019-04-06,7.81818,916.7632381224955
96,2019-04-07,9.52153,1116.4988110635065
97,2019-04-08,7.98086,935.8391667373096
98,2019-04-09,8.30622,973.9910239669379
99,2019-04-10,6.88995,807.9185785569132
100,2019-04-11,8.36363,980.7229459104866
101,2019-04-12,7.35885,862.9019995520347
102,2019-04-13,8.73684,1024.4857152634174
103,2019-04-14,10.85167,1272.4716146515866
104,2019-04-15,7.19617,843.8260709372206
105,2019-04-16,7.36842,864.0241819766952
106,2019-04-17,6.43062,754.0573399864523
107,2019-04-18,6.16267,722.6374047003727
108,2019-04-19,6.61244,775.3776334505875
109,2019-04-20,6.35406,745.0798805891683
110,2019-04-21,7.86602,922.3729776413835
111,2019-04-22,7.32057,858.4132698533926
112,2019-04-23,5.77033,676.6314431025354
113,2019-04-24,6.57416,770.8889037519455
114,2019-04-25,6.01913,705.8058409348795
115,2019-04-26,4.80382,563.298053838311
116,2019-04-27,6.35406,745.0798805891683
117,2019-04-28,6.55502,768.6445389026245
118,2019-04-29,6.51674,764.1558092039825
119,2019-04-30,5.17703,607.0608231912419
120,2019-05-01,7.37799,865.1463644013556
121,2019-05-02,5.96172,699.073918991331
122,2019-05-03,4.98564,584.6183473024462
123,2019-05-04,6.1244,718.149847606145
124,2019-05-05,8.60287,1008.7763339225846
125,2019-05-06,8.66028,1015.5082558661333
126,2019-05-07,7.7799,912.2745084238535
127,2019-05-08,8.1244,952.6707305028027
128,2019-05-09,6.22009,729.3704992483357
129,2019-05-10,6.94736,814.6505005004618
130,2019-05-11,6.0,703.562648689973
131,2019-05-12,7.1866,842.7038885125601
132,2019-05-13,6.51674,764.1558092039825
133,2019-05-14,6.44019,755.1795224111129
134,2019-05-15,5.99043,702.4404662653125
135,2019-05-16,6.53588,766.4001740533034
136,2019-05-17,5.83732,684.4867200751589
137,2019-05-18,5.75119,674.3870782532143
138,2019-05-19,6.9665,816.8948653497828
139,2019-05-20,5.23444,613.7927451347904
140,2019-05-21,5.11961,600.3277286432788
141,2019-05-22,4.99521,585.7405297271067
142,2019-05-23,4.97607,583.4961648777856
143,2019-05-24,4.81339,564.4202362629716
144,2019-05-25,6.23923,731.6148640976567
145,2019-05-26,6.18181,724.8817695496937
146,2019-05-27,5.36842,629.5032990800376
147,2019-05-28,4.89952,574.5198780849161
148,2019-05-29,5.76076,675.5092606778749
149,2019-05-30,5.55023,650.8224199397581
150,2019-05-31,4.91866,576.7642429342371
151,2019-06-01,6.7177,787.7204675174386
152,2019-06-02,5.85645,686.7299123200654
153,2019-06-03,5.91387,693.4630068680285
154,2019-06-04,5.33971,626.1367518060559
155,2019-06-05,4.2488,498.2161636256596
156,2019-06-06,4.73684,555.443949470102
157,2019-06-07,4.63157,543.0999427988364
158,2019-06-08,5.04306,591.3514418504092
159,2019-06-09,5.21531,611.5495528898838
160,2019-06-10,5.9043,692.340824443368
161,2019-06-11,4.93779,579.0074351791436
162,2019-06-12,5.01435,587.9848945764277
163,2019-06-13,4.97607,583.4961648777856
164,2019-06-14,5.59808,656.4333320630607
165,2019-06-15,5.50239,645.2126804208701
166,2019-06-16,6.13397,719.2720300308056
167,2019-06-17,5.25358,616.0371099841115
168,2019-06-18,4.78468,561.05368898899
169,2019-06-19,5.33971,626.1367518060559
170,2019-06-20,4.46889,524.0240141840222
171,2019-06-21,5.51196,646.3348628455307
172,2019-06-22,5.39712,632.8686737496046
173,2019-06-23,5.9043,692.340824443368
174,2019-06-24,4.63157,543.0999427988364
175,2019-06-25,5.14832,603.6942759172603
176,2019-06-26,4.43062,519.5364570897947
177,2019-06-27,5.08133,595.8389989446368
178,2019-06-28,4.39234,515.0477273911526
179,2019-06-29,5.49282,644.0904979962096
180,2019-06-30,5.98086,701.3182838406519
181,2019-07-01,5.29186,620.5258396827534
182,2019-07-02,5.39712,632.8686737496046
183,2019-07-03,4.97607,583.4961648777856
184,2019-07-04,4.92822,577.8852527544831
185,2019-07-05,6.74641,791.0870147914201
186,2019-07-06,5.51196,646.3348628455307
187,2019-07-07,7.20574,844.9482533618809
188,2019-07-08,6.75598,792.2091972160806
189,2019-07-09,5.62679,659.7998793370422
190,2019-07-10,5.73205,672.1427134038933
191,2019-07-11,5.20574,610.4273704652232
192,2019-07-12,4.97607,583.4961648777856
193,2019-07-13,5.26315,617.159292408772
194,2019-07-14,6.01913,705.8058409348795
195,2019-07-15,5.42583,636.2352210235861
196,2019-07-16,4.92822,577.8852527544831
197,2019-07-17,4.94736,580.1296176038041
198,2019-07-18,4.51674,529.6349263073248
199,2019-07-19,4.82296,565.542418687632
200,2019-07-20,5.08133,595.8389989446368
201,2019-07-21,5.48325,642.968315571549
202,2019-07-22,4.63157,543.0999427988364
203,2019-07-23,4.76555,558.8104967440835
204,2019-07-24,4.52631,530.7571087319852
205,2019-07-25,5.25358,616.0371099841115
206,2019-07-26,4.88038,572.275513235595
207,2019-07-27,5.07177,594.7179891243907
208,2019-07-28,5.33971,626.1367518060559
209,2019-07-29,5.15789,604.8164583419208
210,2019-07-30,5.03349,590.2292594257486
211,2019-07-31,5.78947,678.8758079518562
212,2019-08-01,4.53588,531.8792911566458
213,2019-08-02,4.65071,545.3443076481574
214,2019-08-03,4.72727,554.3217670454414
215,2019-08-04,4.87081,571.1533308109346
216,2019-08-05,4.57416,536.3680208552878
217,2019-08-06,4.66028,546.4664900728179
218,2019-08-07,4.78468,561.05368898899
219,2019-08-08,4.26794,500.4605284749806
220,2019-08-09,4.91866,576.7642429342371
221,2019-08-10,4.3732,512.8033625418316
222,2019-08-11,5.56937,653.0667847890792
223,2019-08-12,4.622,541.9777603741759
224,2019-08-13,4.91866,576.7642429342371
225,2019-08-14,4.53588,531.8792911566458
226,2019-08-15,5.76076,675.5092606778749
227,2019-08-16,4.61244,540.8567505539298
228,2019-08-17,5.03349,590.2292594257486
229,2019-08-18,5.50239,645.2126804208701
230,2019-08-19,5.0909,596.9611813692973
231,2019-08-20,5.03349,590.2292594257486
232,2019-08-21,5.81818,682.2423552258379
233,2019-08-22,5.59808,656.4333320630607
234,2019-08-23,4.67942,548.710854922139
235,2019-08-24,5.11004,599.2055462186182
236,2019-08-25,6.34449,743.9576981645079
237,2019-08-26,5.72248,671.0205309792328
238,2019-08-27,5.33014,625.0145693813955
239,2019-08-28,5.62679,659.7998793370422
240,2019-08-29,5.4354,637.3574034482465
241,2019-08-30,6.18181,724.8817695496937
242,2019-08-31,6.31578,740.5911508905263
243,2019-09-01,8.22966,965.013564569654
244,2019-09-02,6.89952,809.0407609815737
245,2019-09-03,7.11961,834.8486115399364
246,2019-09-04,7.37799,865.1463644013556
247,2019-09-05,6.57416,770.8889037519455
248,2019-09-06,6.622,776.4986432708336
249,2019-09-07,7.89473,925.7395249153651
250,2019-09-08,8.67942,1017.7526207154543
251,2019-09-09,7.33971,860.6576347027136
252,2019-09-10,6.99521,820.2614126237644
253,2019-09-11,7.50239,879.7335633175278
254,2019-09-12,7.07177,829.2388720210483
255,2019-09-13,8.10526,950.4263656534818
256,2019-09-14,8.88995,1042.439461453571
257,2019-09-15,8.70813,1021.1191679894358
258,2019-09-16,8.10526,950.4263656534818
259,2019-09-17,6.76555,793.3313796407411
260,2019-09-18,7.32057,858.4132698533926
261,2019-09-19,8.13397,953.7929129274632
262,2019-09-20,7.39712,867.3895566462622
263,2019-09-21,9.98086,1170.3600496339673
264,2019-09-22,11.23444,1317.3553938247633
265,2019-09-23,9.51196,1115.376628638846
266,2019-09-24,10.32535,1210.7550991085022
267,2019-09-25,9.25358,1085.0788757774267
268,2019-09-26,9.84688,1154.6494956887202
269,2019-09-27,8.44976,990.822587732431
270,2019-09-28,9.80861,1150.1619385944928
271,2019-09-29,11.10047,1301.6460124839307
272,2019-09-30,9.13875,1071.6138592859152
273,2019-10-01,8.20095,961.6470172956724
274,2019-10-02,8.64114,1013.2638910168122
275,2019-10-03,9.35885,1097.4228824486922
276,2019-10-04,8.57416,1005.409786648603
277,2019-10-05,9.73205,1141.1844791972085
278,2019-10-06,11.26315,1320.7219410987448
279,2019-10-07,9.58851,1124.3529154317155
280,2019-10-08,9.73205,1141.1844791972085
281,2019-10-09,11.70334,1372.3388148198849
282,2019-10-10,9.46411,1109.7657165155433
283,2019-10-11,10.38277,1217.4881936564652
284,2019-10-12,10.88038,1275.838161925568
285,2019-10-13,13.45454,1577.6852998841982
286,2019-10-14,11.14832,1307.2569246072333
287,2019-10-15,11.03349,1293.7919081157218
288,2019-10-16,11.20574,1313.9900191551965
289,2019-10-17,11.56937,1356.629433479052
290,2019-10-18,10.70813,1255.6400508860936
291,2019-10-19,12.94736,1518.2131491904347
292,2019-10-20,15.63636,1833.526476244991
293,2019-10-21,11.9043,1395.9034731333409
294,2019-10-22,9.91387,1162.5047726613436
295,2019-10-23,10.27751,1205.145359589614
296,2019-10-24,18.46889,2165.6701944606257
297,2019-10-25,23.21531,2722.237498959803
