,date,헤지스,헤지스_absolute
621,2020-09-13,5.1919,4475.68669850463
622,2020-09-14,4.62161,3984.0671820867087
623,2020-09-15,4.45633,3841.587261917051
624,2020-09-16,4.44119,3828.535797787279
625,2020-09-17,4.31754,3721.9430937155335
626,2020-09-18,4.35539,3754.571754039962
627,2020-09-19,4.60268,3967.7485416655345
628,2020-09-20,5.18559,4470.247151697572
629,2020-09-21,4.87774,4204.864507552914
630,2020-09-22,5.0405,4345.172057206915
631,2020-09-23,5.05816,4360.395891852342
632,2020-09-24,4.66703,4023.221574476022
633,2020-09-25,4.16992,3594.687008191303
634,2020-09-26,4.93704,4255.984178814171
635,2020-09-27,5.78238,4984.711040601552
636,2020-09-28,4.75914,4102.625165030398
637,2020-09-29,4.0488,3490.2752951531315
638,2020-09-30,3.84314,3312.9857236254707
639,2020-10-01,3.84945,3318.4252704325286
640,2020-10-02,4.9812,4294.052385945658
641,2020-10-03,5.45307,4700.828765002146
642,2020-10-04,6.36907,5490.468206407072
643,2020-10-05,5.78111,4983.616234825805
644,2020-10-06,6.03724,5204.4135602920105
645,2020-10-07,5.61457,4840.05012939832
646,2020-10-08,4.87017,4198.338775488028
647,2020-10-09,5.26382,4537.685463380003
648,2020-10-10,5.45433,4701.914950259973
649,2020-10-11,5.73065,4940.11710140518
650,2020-10-12,5.23354,4511.58253512046
651,2020-10-13,5.15026,4439.790861888799
652,2020-10-14,5.04554,4349.516798238226
653,2020-10-15,5.14143,4432.178944566085
654,2020-10-16,4.95596,4272.294198717426
655,2020-10-17,5.42405,4675.812022000431
656,2020-10-18,5.8114,5009.727783603267
657,2020-10-19,5.13134,4423.4808419855435
658,2020-10-20,4.54717,3919.896046695679
659,2020-10-21,4.76166,4104.797535546053
660,2020-10-22,4.54465,3917.7236761800236
661,2020-10-23,4.94461,4262.509910879057
662,2020-10-24,5.4127,4666.027734162061
663,2020-10-25,5.88457,5072.80411321855
664,2020-10-26,5.26886,4542.030204411314
665,2020-10-27,4.86133,4190.718237647395
666,2020-10-28,4.85503,4185.287311358256
667,2020-10-29,4.81213,4148.305289484598
668,2020-10-30,4.25824,3670.8234224542753
669,2020-10-31,4.66956,4025.402565509597
670,2020-11-01,6.12808,5282.722345070639
671,2020-11-02,5.55653,4790.01664339489
672,2020-11-03,5.63097,4854.187778785918
673,2020-11-04,5.52625,4763.913715135347
674,2020-11-05,4.93704,4255.984178814171
675,2020-11-06,4.69479,4047.15213221991
676,2020-11-07,5.29662,4565.960762155201
677,2020-11-08,6.34636,5470.8910102124155
678,2020-11-09,5.26129,4535.504472346428
679,2020-11-10,5.32186,4587.718949383433
680,2020-11-11,5.20704,4488.738162634401
681,2020-11-12,4.83862,4171.141041452738
682,2020-11-13,4.24436,3658.858143582332
683,2020-11-14,4.67839,4033.014482832311
684,2020-11-15,5.22344,4502.875812022
685,2020-11-16,4.53077,3905.75839730808
686,2020-11-17,4.41469,3805.69142530122
687,2020-11-18,4.10053,3534.8692343495036
688,2020-11-19,4.22165,3639.280947387675
689,2020-11-20,4.41469,3805.69142530122
690,2020-11-21,4.82222,4157.0033920651385
691,2020-11-22,5.3534,4614.908062900804
692,2020-11-23,4.81087,4147.2191042267705
693,2020-11-24,4.62666,3988.4205436359384
694,2020-11-25,4.39955,3792.639961171448
695,2020-11-26,4.11441,3546.8345132214477
696,2020-11-27,4.38189,3777.416126526022
697,2020-11-28,4.77806,4118.935184933653
698,2020-11-29,5.22344,4502.875812022
699,2020-11-30,4.74021,4086.306524609224
700,2020-12-01,4.51563,3892.706933178308
701,2020-12-02,4.58628,3953.6108922779354
702,2020-12-03,4.52698,3902.4912210166776
703,2020-12-04,4.52572,3901.4050357588494
704,2020-12-05,4.70867,4059.1174110918532
705,2020-12-06,4.73769,4084.134154093568
706,2020-12-07,4.47525,3857.897281820305
707,2020-12-08,4.10431,3538.127790122987
708,2020-12-09,4.14847,3576.1959972544732
709,2020-12-10,4.17371,3597.954184482705
710,2020-12-11,3.93398,3391.2945084040994
711,2020-12-12,4.14847,3576.1959972544732
712,2020-12-13,4.73012,4077.608422028683
713,2020-12-14,5.8442,5038.0030823784655
714,2020-12-15,5.12124,4414.774118887083
715,2020-12-16,5.19947,4482.212430569515
716,2020-12-17,4.83484,4167.882485679254
717,2020-12-18,4.55474,3926.4217787605644
718,2020-12-19,4.88657,4212.476424875626
719,2020-12-20,5.42531,4676.898207258258
720,2020-12-21,4.75661,4100.444173996823
721,2020-12-22,4.37684,3773.0627649767907
722,2020-12-23,4.31249,3717.5897321663033
723,2020-12-24,3.91253,3372.8034974672696
724,2020-12-25,4.33016,3732.8221873296493
725,2020-12-26,4.27717,3687.1420628754495
726,2020-12-27,4.71624,4065.643143156739
727,2020-12-28,3.78006,3258.60749659073
728,2020-12-29,4.05511,3495.7148419601895
729,2020-12-30,4.36044,3758.9251155891916
730,2020-12-31,3.2779,2825.7195687567796
731,2021-01-01,3.64758,3144.4028751962705
732,2021-01-02,4.45507,3840.501076659223
733,2021-01-03,4.40838,3800.2518784941617
734,2021-01-04,3.67533,3168.3248124222387
735,2021-01-05,3.8015,3277.08988700964
736,2021-01-06,3.55295,3062.8269141262394
737,2021-01-07,3.47851,2998.6557787352103
738,2021-01-08,3.56178,3070.4388314489534
739,2021-01-09,3.8873,3351.0539307569575
740,2021-01-10,4.55853,3929.6889550519672
741,2021-01-11,3.8545,3322.7786319817587
742,2021-01-12,3.42804,2955.148024796666
743,2021-01-13,3.39524,2926.8727260214673
744,2021-01-14,3.28925,2835.5038565951486
745,2021-01-15,3.14416,2710.4287621044928
746,2021-01-16,3.81538,3289.0551658815834
747,2021-01-17,3.95543,3409.785519340928
748,2021-01-18,3.54538,3056.301182061354
749,2021-01-19,3.29178,2837.6848476287237
750,2021-01-20,3.28673,2833.331486079493
751,2021-01-21,3.19841,2757.1950718165203
752,2021-01-22,2.99023,2577.733129773204
753,2021-01-23,3.73842,3222.711659974899
754,2021-01-24,4.07277,3510.9386766056164
755,2021-01-25,3.42047,2948.6222927317804
756,2021-01-26,3.69804,3187.9020086168957
757,2021-01-27,3.34855,2886.6235278564063
758,2021-01-28,3.44066,2966.027118410782
759,2021-01-29,3.24509,2797.4356494636622
760,2021-01-30,3.7523,3234.6769388468424
761,2021-01-31,4.14469,3572.93744148099
762,2021-02-01,4.16866,3593.600822933475
763,2021-02-02,3.89235,3355.407292306187
764,2021-02-03,3.64758,3144.4028751962705
765,2021-02-04,3.67029,3163.9800713909276
766,2021-02-05,3.58701,3092.1883981592655
767,2021-02-06,4.25193,3665.3838756472173
768,2021-02-07,4.19768,3618.61756593519
769,2021-02-08,3.85197,3320.597640948184
770,2021-02-09,3.44444,2969.285674184265
771,2021-02-10,3.14542,2711.5149473623205
772,2021-02-11,3.18201,2743.057422428921
773,2021-02-12,3.55421,3063.913099384067
774,2021-02-13,4.61783,3980.8086263132245
775,2021-02-14,5.149,4438.70467663097
776,2021-02-15,4.64432,4003.644378281365
777,2021-02-16,3.97688,3428.276530277758
778,2021-02-17,3.94155,3397.8202404689846
779,2021-02-18,3.51384,3029.1120685439832
780,2021-02-19,3.56557,3073.7060077403557
781,2021-02-20,4.28726,3695.8401654559907
782,2021-02-21,4.90171,4225.527889005398
783,2021-02-22,4.24184,3656.685773066676
784,2021-02-23,4.03744,3480.4823867968435
785,2021-02-24,3.57061,3078.0507487716663
786,2021-02-25,3.76491,3245.547411943039
787,2021-02-26,3.4722,2993.2162319281524
788,2021-02-27,4.421,3811.130972108278
789,2021-02-28,5.17297,4459.368058083456
790,2021-03-01,4.93073,4250.544632007113
791,2021-03-02,3.7851,3262.9522376220407
792,2021-03-03,3.79772,3273.8313312361565
793,2021-03-04,4.05006,3491.3614804109593
794,2021-03-05,3.70183,3191.169184908298
795,2021-03-06,4.56483,3935.1198813411056
796,2021-03-07,5.19947,4482.212430569515
797,2021-03-08,4.31376,3718.6845379420506
798,2021-03-09,4.29609,3703.4520827787046
799,2021-03-10,4.09296,3528.343502284618
800,2021-03-11,3.74347,3227.065021524129
801,2021-03-12,3.76618,3246.642217718786
802,2021-03-13,4.51184,3889.4397568869063
803,2021-03-14,5.20956,4490.910533150056
804,2021-03-15,4.12071,3552.265439510586
805,2021-03-16,4.19263,3614.26420438596
806,2021-03-17,4.2002,3620.7899364508453
807,2021-03-18,3.98067,3431.5437065691603
808,2021-03-19,3.81034,3284.7104248502724
809,2021-03-20,4.75157,4096.099432965512
810,2021-03-21,5.0733,4373.447355982114
811,2021-03-22,4.04501,3487.0081188617296
812,2021-03-23,3.92641,3384.7687763392137
813,2021-03-24,4.06394,3503.3267592829025
814,2021-03-25,4.07151,3509.8524913477886
815,2021-03-26,3.74599,3229.2373920397845
816,2021-03-27,4.57745,3945.9989749552215
817,2021-03-28,4.83105,4164.615309387853
818,2021-03-29,4.2595,3671.9096077121035
819,2021-03-30,4.12324,3554.4464305441606
820,2021-03-31,4.11819,3550.093068994931
821,2021-04-01,3.89487,3357.579662821843
822,2021-04-02,4.3188,3723.0292789733617
823,2021-04-03,4.92316,4244.018899942228
824,2021-04-04,4.87269,4200.511146003683
825,2021-04-05,4.31376,3718.6845379420506
826,2021-04-06,4.13207,3562.058347866874
827,2021-04-07,3.97814,3429.3627155355853
828,2021-04-08,4.17623,3600.126554998361
829,2021-04-09,3.38514,2918.166002923007
830,2021-04-10,3.97436,3426.1041597621024
831,2021-04-11,4.43109,3819.829074688819
832,2021-04-12,3.98697,3436.9746328582987
833,2021-04-13,3.82548,3297.761888980044
834,2021-04-14,3.80403,3279.2708780432145
835,2021-04-15,3.53528,3047.5944589628934
836,2021-04-16,3.14416,2710.4287621044928
837,2021-04-17,3.80277,3278.184692785387
838,2021-04-18,4.20525,3625.143298000076
839,2021-04-19,4.05384,3494.6200361844426
840,2021-04-20,3.72454,3210.746381102955
841,2021-04-21,3.74347,3227.065021524129
842,2021-04-22,3.98067,3431.5437065691603
843,2021-04-23,3.70561,3194.4277406817814
844,2021-04-24,4.21913,3637.108576872019
845,2021-04-25,4.79699,4135.253825354826
846,2021-04-26,4.26329,3675.1767840035054
847,2021-04-27,4.22417,3641.45331790333
848,2021-04-28,3.70309,3192.255370166126
849,2021-04-29,3.7422,3225.970215748382
850,2021-04-30,3.52898,3042.1635326737546
851,2021-05-01,4.38315,3778.502311783849
852,2021-05-02,4.61278,3976.455264763995
853,2021-05-03,4.47778,3860.07827285388
854,2021-05-04,4.78185,4122.202361225055
855,2021-05-05,4.94082,4259.242734587655
856,2021-05-06,4.61026,3974.2828942483397
857,2021-05-07,4.51184,3889.4397568869063
858,2021-05-08,4.76544,4108.056091319537
859,2021-05-09,4.56105,3931.8613255676223
860,2021-05-10,4.13964,3568.58407993176
861,2021-05-11,3.79015,3267.305599171271
862,2021-05-12,4.10053,3534.8692343495036
863,2021-05-13,4.01599,3461.991375860014
864,2021-05-14,3.99833,3446.7675412145873
865,2021-05-15,4.42605,3815.4843336575077
866,2021-05-16,4.50806,3886.181201113423
867,2021-05-17,3.70814,3196.608731715356
868,2021-05-18,3.57818,3084.576480836552
869,2021-05-19,4.21282,3631.669030064961
870,2021-05-20,3.84188,3311.8995383676433
871,2021-05-21,3.16687,2730.00595829915
872,2021-05-22,3.71445,3202.048278522414
873,2021-05-23,3.77248,3252.0731440079244
874,2021-05-24,3.34729,2885.537342598579
875,2021-05-25,3.46715,2988.8628703789223
876,2021-05-26,4.20777,3627.315668515731
877,2021-05-27,3.4558,2979.0785825405533
878,2021-05-28,3.49239,3010.621057607154
879,2021-05-29,3.39776,2929.045096537123
880,2021-05-30,4.0488,3490.2752951531315
881,2021-05-31,3.55295,3062.8269141262394
882,2021-06-01,3.55926,3068.266460933298
883,2021-06-02,3.84188,3311.8995383676433
884,2021-06-03,3.64001,3137.877143131385
885,2021-06-04,3.52519,3038.896356382352
886,2021-06-05,3.74977,3232.4959478132673
887,2021-06-06,4.28978,3698.0125359716462
888,2021-06-07,3.58701,3092.1883981592655
889,2021-06-08,3.75861,3240.1164856539003
890,2021-06-09,3.79393,3270.564154944754
891,2021-06-10,3.80907,3283.6156190745255
892,2021-06-11,3.99959,3447.853726472415
893,2021-06-12,4.27212,3682.7887013262193
894,2021-06-13,4.6418,4001.47200776571
895,2021-06-14,4.17371,3597.954184482705
896,2021-06-15,3.92641,3384.7687763392137
897,2021-06-16,3.78258,3260.779867106385
898,2021-06-17,3.8015,3277.08988700964
899,2021-06-18,3.3372,2876.839240018038
900,2021-06-19,3.8873,3351.0539307569575
901,2021-06-20,4.26076,3672.9957929699312
902,2021-06-21,3.82295,3295.580897946469
903,2021-06-22,3.55421,3063.913099384067
904,2021-06-23,3.46463,2986.6904998632667
905,2021-06-24,3.52771,3041.0687268980078
906,2021-06-25,3.41668,2945.3551164403775
907,2021-06-26,3.82548,3297.761888980044
908,2021-06-27,4.16614,3591.4284524178197
909,2021-06-28,3.69047,3181.3762765520096
910,2021-06-29,3.24635,2798.52183472149
911,2021-06-30,3.35738,2894.23544517912
912,2021-07-01,3.7851,3262.9522376220407
913,2021-07-02,3.43561,2961.6737568615517
914,2021-07-03,3.89108,3354.3124865304403
915,2021-07-04,4.0488,3490.2752951531315
916,2021-07-05,3.6501,3146.575245711926
917,2021-07-06,3.65515,3150.9286072611562
918,2021-07-07,3.42678,2954.0618395388383
919,2021-07-08,3.33089,2871.39969321098
920,2021-07-09,3.08864,2662.567646616718
921,2021-07-10,3.27159,2820.280021949722
922,2021-07-11,3.81412,3287.9689806237557
923,2021-07-12,3.52014,3034.542994833122
924,2021-07-13,3.46589,2987.7766851210945
925,2021-07-14,3.53907,3050.861635254296
926,2021-07-15,3.18327,2744.143607686749
927,2021-07-16,3.01799,2601.6636875170916
928,2021-07-17,3.78132,3259.6936818485574
929,2021-07-18,4.07908,3516.3782234126747
930,2021-07-19,3.29556,2840.9434034022065
931,2021-07-20,3.33089,2871.39969321098
932,2021-07-21,3.32458,2865.960146403922
933,2021-07-22,3.32206,2863.7877758882664
934,2021-07-23,3.00915,2594.0431496764586
935,2021-07-24,3.16939,2732.1783288148054
936,2021-07-25,3.36874,2904.028353535408
937,2021-07-26,2.79971,2413.495022375315
938,2021-07-27,3.13028,2698.463483232549
939,2021-07-28,3.15551,2720.2130499428617
940,2021-07-29,2.75681,2376.5130005016563
941,2021-07-30,2.58018,2224.2487924936295
942,2021-07-31,3.0735,2649.516182486947
943,2021-08-01,3.0571,2635.378533099348
944,2021-08-02,2.67859,2309.0833093371434
945,2021-08-03,3.06215,2639.7318946485775
946,2021-08-04,3.34603,2884.451157340751
947,2021-08-05,2.98771,2575.5607592575484
948,2021-08-06,2.9057,2504.8638918016336
949,2021-08-07,3.12649,2695.1963069411468
950,2021-08-08,3.28925,2835.5038565951486
951,2021-08-09,3.03691,2617.9737074203463
952,2021-08-10,3.08738,2661.4814613588906
953,2021-08-11,3.1492,2714.773503135804
954,2021-08-12,2.89434,2495.0709834453455
955,2021-08-13,3.35865,2895.330250954867
956,2021-08-14,3.45958,2982.3371383140366
957,2021-08-15,3.65262,3148.7476162275816
958,2021-08-16,3.53655,3048.6892647386403
959,2021-08-17,3.235,2788.737546883121
960,2021-08-18,3.60342,3106.3346680647837
961,2021-08-19,3.33341,2873.5720637266354
962,2021-08-20,3.64379,3141.135698904868
963,2021-08-21,3.80403,3279.2708780432145
964,2021-08-22,4.31123,3716.5035469084755
965,2021-08-23,3.91253,3372.8034974672696
966,2021-08-24,3.61856,3119.3861321945556
967,2021-08-25,3.6665,3160.712895099525
968,2021-08-26,3.51005,3025.844892252581
969,2021-08-27,3.74473,3228.1512067819567
970,2021-08-28,3.93272,3390.2083231462716
971,2021-08-29,4.54212,3915.5426851464485
972,2021-08-30,3.95922,3413.052695632331
973,2021-08-31,4.05006,3491.3614804109593
974,2021-09-01,4.07529,3513.111047121272
975,2021-09-02,4.13838,3567.497894673932
976,2021-09-03,4.41848,3808.958601592622
977,2021-09-04,4.54591,3918.8098614378514
978,2021-09-05,4.78563,4125.460916998538
979,2021-09-06,4.77554,4116.762814417997
980,2021-09-07,4.86512,4193.985413938798
981,2021-09-08,4.83231,4165.701494645679
982,2021-09-09,4.51689,3893.7931184361364
983,2021-09-10,4.53834,3912.2841293729653
984,2021-09-11,4.90045,4224.4417037475705
985,2021-09-12,5.71677,4928.151822533237
986,2021-09-13,4.89035,4215.73498064911
987,2021-09-14,4.72002,4068.901698930222
988,2021-09-15,5.06825,4369.093994432884
989,2021-09-16,4.50553,3884.0002100798483
990,2021-09-17,4.19768,3618.61756593519
991,2021-09-18,4.8689,4197.243969712281
992,2021-09-19,4.47399,3856.8110965624774
993,2021-09-20,3.81664,3290.141351139411
994,2021-09-21,4.08539,3521.8177702197327
995,2021-09-22,5.17928,4464.807604890514
996,2021-09-23,5.13765,4428.920388792601
997,2021-09-24,4.63297,3993.860090442997
998,2021-09-25,5.13765,4428.920388792601
999,2021-09-26,5.5805,4810.680024847375
1000,2021-09-27,4.90171,4225.527889005398
1001,2021-09-28,4.88152,4208.123063326397
1002,2021-09-29,4.64684,4005.816748797021
1003,2021-09-30,4.50553,3884.0002100798483
1004,2021-10-01,4.23048,3646.8928647103885
1005,2021-10-02,4.80077,4138.512381128309
1006,2021-10-03,5.06321,4364.749253401573
1007,2021-10-04,5.44929,4697.570209228663
1008,2021-10-05,4.72255,4071.082689963797
1009,2021-10-06,4.57619,3944.9127896973946
1010,2021-10-07,4.30618,3712.1501853592454
1011,2021-10-08,4.31376,3718.6845379420506
1012,2021-10-09,4.61278,3976.455264763995
1013,2021-10-10,5.46064,4707.354497067031
1014,2021-10-11,5.83537,5030.391165055752
1015,2021-10-12,5.64107,4862.89450188438
1016,2021-10-13,5.14269,4433.2651298239125
1017,2021-10-14,5.67639,4893.342171175233
1018,2021-10-15,5.18938,4473.5143279889735
1019,2021-10-16,5.82275,5019.512071441636
1020,2021-10-17,6.67314,5752.592294778247
1021,2021-10-18,6.07509,5237.042220616439
1022,2021-10-19,5.72308,4933.5913693402945
1023,2021-10-20,5.30545,4573.572679477916
1024,2021-10-21,5.2777,4549.650742251947
1025,2021-10-22,5.05311,4356.0425303031125
1026,2021-10-23,5.51237,4751.948436263403
1027,2021-10-24,6.06121,5225.076941744495
1028,2021-10-25,5.50733,4747.603695232092
1029,2021-10-26,5.25499,4530.07354605729
1030,2021-10-27,4.95596,4272.294198717426
1031,2021-10-28,4.75409,4098.271803481167
1032,2021-10-29,4.44371,3830.708168302935
1033,2021-10-30,5.0998,4396.2917284681735
1034,2021-10-31,5.45307,4700.828765002146
1035,2021-11-01,5.03166,4337.551519366282
1036,2021-11-02,4.80077,4138.512381128309
1037,2021-11-03,4.44245,3829.621983045107
1038,2021-11-04,4.3781,3774.148950234619
1039,2021-11-05,4.23931,3654.5047820331015
1040,2021-11-06,5.07456,4374.533541239942
1041,2021-11-07,5.62593,4849.843037754608
1042,2021-11-08,5.33069,4595.3308667061465
1043,2021-11-09,5.56789,4799.809551751178
1044,2021-11-10,5.49471,4736.724601617977
1045,2021-11-11,5.00138,4311.44859110674
1046,2021-11-12,4.72002,4068.901698930222
1047,2021-11-13,5.34078,4604.028969286687
1048,2021-11-14,6.33122,5457.839546082644
1049,2021-11-15,5.5149,4754.129427296978
1050,2021-11-16,5.21209,4493.091524183631
1051,2021-11-17,5.44676,4695.389218195088
1052,2021-11-18,4.61152,3975.3690795061666
1053,2021-11-19,4.64811,4006.9115545727677
1054,2021-11-20,5.46569,4711.707858616262
1055,2021-11-21,6.17855,5326.2300990091835
1056,2021-11-22,5.41648,4669.286289935545
1057,2021-11-23,5.284,4555.0816685410855
1058,2021-11-24,4.61152,3975.3690795061666
1059,2021-11-25,4.57745,3945.9989749552215
1060,2021-11-26,4.35287,3752.399383524307
1061,2021-11-27,5.06825,4369.093994432884
1062,2021-11-28,5.56158,4794.37000494412
1063,2021-11-29,5.0897,4387.585005369712
1064,2021-11-30,4.85376,4184.1925055825095
1065,2021-12-01,5.03797,4342.99106617334
1066,2021-12-02,4.74778,4092.8322566741094
1067,2021-12-03,4.34277,3743.6926604258456
1068,2021-12-04,4.9219,4242.9327146844
1069,2021-12-05,5.53761,4773.706623491636
1070,2021-12-06,5.70037,4914.014173145638
1071,2021-12-07,4.744,4089.573700900626
1072,2021-12-08,4.32385,3727.3826405225914
1073,2021-12-09,4.47021,3853.552540788994
1074,2021-12-10,4.29609,3703.4520827787046
1075,2021-12-11,4.75535,4099.357988738995
1076,2021-12-12,5.36854,4627.959527030575
1077,2021-12-13,4.99381,4304.922859041854
1078,2021-12-14,4.40838,3800.2518784941617
1079,2021-12-15,4.41469,3805.69142530122
1080,2021-12-16,4.16866,3593.600822933475
1081,2021-12-17,5.01526,4323.413869978684
1082,2021-12-18,5.22344,4502.875812022
1083,2021-12-19,5.742,4949.901389243549
1084,2021-12-20,5.33195,4596.417051963975
1085,2021-12-21,4.81591,4151.563845258081
1086,2021-12-22,4.8033,4140.693372161884
1087,2021-12-23,4.79446,4133.072834321251
1088,2021-12-24,4.26076,3672.9957929699312
1089,2021-12-25,5.19442,4477.859069020285
1090,2021-12-26,7.98405,6882.664609332977
1091,2021-12-27,5.01652,4324.500055236511
1092,2021-12-28,4.75283,4097.1856182233405
1093,2021-12-29,4.79699,4135.253825354826
1094,2021-12-30,4.54465,3917.7236761800236
1095,2021-12-31,3.9302,3388.035952630616
1096,2022-01-01,4.05889,3498.9733977336728
1097,2022-01-02,5.21209,4493.091524183631
1098,2022-01-03,4.45507,3840.501076659223
1099,2022-01-04,4.08034,3517.4644086705016
1100,2022-01-05,4.00968,3456.5518290529562
1101,2022-01-06,3.81412,3287.9689806237557
1102,2022-01-07,3.76996,3249.9007734922693
1103,2022-01-08,4.5131,3890.5259421447336
1104,2022-01-09,5.26003,4534.418287088601
1105,2022-01-10,4.2002,3620.7899364508453
1106,2022-01-11,4.19137,3613.1780191281323
1107,2022-01-12,3.98445,3434.802262342643
1108,2022-01-13,4.19389,3615.3503896437874
1109,2022-01-14,3.80024,3276.003701751812
1110,2022-01-15,4.29609,3703.4520827787046
1111,2022-01-16,4.78563,4125.460916998538
1112,2022-01-17,4.0059,3453.2932732794725
1113,2022-01-18,3.81286,3286.882795365928
1114,2022-01-19,3.87847,3343.442013434244
1115,2022-01-20,4.04501,3487.0081188617296
1116,2022-01-21,3.70183,3191.169184908298
1117,2022-01-22,4.41469,3805.69142530122
1118,2022-01-23,4.79699,4135.253825354826
1119,2022-01-24,4.29483,3702.3658975208764
1120,2022-01-25,3.88478,3348.881560241302
1121,2022-01-26,3.61982,3120.472317452383
1122,2022-01-27,3.73085,3216.185927910013
1123,2022-01-28,3.3271,2868.1325169195775
1124,2022-01-29,4.0059,3453.2932732794725
1125,2022-01-30,3.97562,3427.19034501993
1126,2022-01-31,3.6072,3109.5932238382675
1127,2022-02-01,4.20399,3624.057112742248
1128,2022-02-02,4.83484,4167.882485679254
1129,2022-02-03,4.65441,4012.342480861907
1130,2022-02-04,4.18001,3603.385110771844
1131,2022-02-05,4.91685,4238.57935313517
1132,2022-02-06,5.20073,4483.298615827343
1133,2022-02-07,4.22417,3641.45331790333
1134,2022-02-08,4.19011,3612.091833870304
1135,2022-02-09,4.13459,3564.23071838253
1136,2022-02-10,4.34277,3743.6926604258456
1137,2022-02-11,4.10936,3542.481151672217
1138,2022-02-12,4.87521,4202.683516519339
1139,2022-02-13,5.48714,4730.198869553091
1140,2022-02-14,4.81591,4151.563845258081
1141,2022-02-15,4.17244,3596.859378706958
1142,2022-02-16,4.27843,3688.2282481332772
1143,2022-02-17,4.29104,3699.0987212294735
1144,2022-02-18,3.9466,3402.173602018215
1145,2022-02-19,4.83358,4166.796300421427
1146,2022-02-20,6.15963,5309.920079105928
1147,2022-02-21,5.03545,4340.818695657686
1148,2022-02-22,4.31754,3721.9430937155335
1149,2022-02-23,4.15226,3579.463173545876
1150,2022-02-24,4.09927,3533.783049091676
1151,2022-02-25,4.13838,3567.497894673932
1152,2022-02-26,5.17424,4460.462863859203
1153,2022-02-27,5.5805,4810.680024847375
1154,2022-02-28,4.87269,4200.511146003683
1155,2022-03-01,5.90602,5091.295124155378
1156,2022-03-02,4.59511,3961.222809600649
1157,2022-03-03,4.54717,3919.896046695679
1158,2022-03-04,4.24941,3663.2115051315623
1159,2022-03-05,4.97993,4292.957580169911
1160,2022-03-06,5.85556,5047.795990734753
1161,2022-03-07,4.58881,3955.7918833115095
1162,2022-03-08,4.37684,3773.0627649767907
1163,2022-03-09,4.94839,4265.76846665254
1164,2022-03-10,4.27717,3687.1420628754495
1165,2022-03-11,4.50175,3880.741654306365
1166,2022-03-12,5.63854,4860.713510850805
1167,2022-03-13,6.06626,5229.430303293725
1168,2022-03-14,4.56483,3935.1198813411056
1169,2022-03-15,4.69353,4046.065946962082
1170,2022-03-16,4.8096,4146.124298451023
1171,2022-03-17,4.79825,4136.340010612655
1172,2022-03-18,4.42352,3813.303342623933
1173,2022-03-19,5.36349,4623.606165481345
1174,2022-03-20,5.62214,4846.575861463206
1175,2022-03-21,4.40207,3794.812331687104
1176,2022-03-22,4.38315,3778.502311783849
1177,2022-03-23,4.46768,3851.3715497554194
1178,2022-03-24,4.05132,3492.4476656687866
1179,2022-03-25,4.13586,3565.325524158277
1180,2022-03-26,5.00643,4315.80195265597
1181,2022-03-27,5.26003,4534.418287088601
1182,2022-03-28,4.93325,4252.717002522769
1183,2022-03-29,4.68217,4036.2730386057938
1184,2022-03-30,4.46642,3850.285364497592
1185,2022-03-31,4.3781,3774.148950234619
1186,2022-04-01,4.05384,3494.6200361844426
1187,2022-04-02,5.18181,4466.988595924088
1188,2022-04-03,5.76597,4970.564770696034
1189,2022-04-04,5.7685,4972.745761729609
1190,2022-04-05,6.18486,5331.6696458162405
1191,2022-04-06,5.56915,4800.895737009006
1192,2022-04-07,4.97867,4291.871394912083
1193,2022-04-08,4.45128,3837.2339003678203
1194,2022-04-09,4.93199,4251.630817264941
1195,2022-04-10,5.73948,4947.729018727894
1196,2022-04-11,5.06194,4363.654447625826
1197,2022-04-12,5.11746,4411.5155631136
1198,2022-04-13,4.63549,3996.032460958652
1199,2022-04-14,4.27338,3683.874886584047
1200,2022-04-15,4.21787,3636.0223916141913
1201,2022-04-16,4.7604,4103.711350288226
1202,2022-04-17,5.52877,4766.086085651003
1203,2022-04-18,4.9219,4242.9327146844
1204,2022-04-19,4.77301,4114.581823384422
1205,2022-04-20,4.9282,4248.363640973539
1206,2022-04-21,4.49166,3872.043551725824
1207,2022-04-22,4.31123,3716.5035469084755
1208,2022-04-23,4.8954,4220.088342198341
1209,2022-04-24,5.82527,5021.684441957292
1210,2022-04-25,5.22849,4507.22917357123
1211,2022-04-26,5.44172,4691.044477163777
1212,2022-04-27,5.40387,4658.415816839349
1213,2022-04-28,5.47957,4723.673137488205
1214,2022-04-29,5.24111,4518.108267185346
1215,2022-04-30,5.54644,4781.318540814348
1216,2022-05-01,6.10916,5266.412325167385
1217,2022-05-02,5.41017,4663.846743128487
1218,2022-05-03,5.17676,4462.635234374858
1219,2022-05-04,4.83988,4172.227226710565
1220,2022-05-05,5.60321,4830.257221042031
1221,2022-05-06,5.39882,4654.062455290118
1222,2022-05-07,5.61962,4844.40349094755
1223,2022-05-08,6.00822,5179.396817290295
1224,2022-05-09,4.6582,4015.609657153309
1225,2022-05-10,4.65189,4010.170110346251
1226,2022-05-11,4.86638,4195.071599196625
1227,2022-05-12,4.45759,3842.673447174878
1228,2022-05-13,4.46516,3849.199179239764
1229,2022-05-14,4.75535,4099.357988738995
1230,2022-05-15,5.19064,4474.600513246802
1231,2022-05-16,4.92442,4245.105085200055
1232,2022-05-17,4.59511,3961.222809600649
1233,2022-05-18,4.53834,3912.2841293729653
1234,2022-05-19,4.48156,3863.336828627363
