,date,마르디 메크르디,마르디 메크르디_absolute
270,2019-09-28,0.14461,52.49036961310947
271,2019-09-29,0.13576,49.27800690599365
272,2019-09-30,0.64929,235.6785290512126
273,2019-10-01,0.26266,95.34002131650188
274,2019-10-02,0.2302,83.55772826870756
275,2019-10-03,0.18593,67.48865515638923
276,2019-10-04,0.16527,59.98951238474935
277,2019-10-05,0.08853,32.13451643626708
278,2019-10-06,0.16232,58.91872481571074
279,2019-10-07,0.1269,46.06201441050822
280,2019-10-08,0.17117,62.131087522826554
281,2019-10-09,0.08853,32.13451643626708
282,2019-10-10,0.14756,53.56115718214808
283,2019-10-11,0.121,43.920439272431
284,2019-10-12,0.1151,41.77886413435378
285,2019-10-13,0.18593,67.48865515638923
286,2019-10-14,0.23315,84.62851583774618
287,2019-10-15,0.1328,48.20358954858543
288,2019-10-16,0.28037,101.76837651910313
289,2019-10-17,0.19478,70.70101786350504
290,2019-10-18,0.10919,39.633659207906945
291,2019-10-19,0.15051,54.631944751186694
292,2019-10-20,0.14166,51.41958204407087
293,2019-10-21,0.11805,42.84965170339239
294,2019-10-22,0.1151,41.77886413435378
295,2019-10-23,0.13871,50.348794475032264
296,2019-10-24,0.11215,40.708076565315174
297,2019-10-25,0.13576,49.27800690599365
298,2019-10-26,0.15346,55.7027323202253
299,2019-10-27,0.15937,57.84793724667214
300,2019-10-28,0.21544,78.20016063514491
301,2019-10-29,0.17412,63.20187509186517
302,2019-10-30,0.10919,39.633659207906945
303,2019-10-31,0.09149,33.20893379367531
304,2019-11-01,0.09444,34.279721362713914
305,2019-11-02,0.17117,62.131087522826554
306,2019-11-03,0.11215,40.708076565315174
307,2019-11-04,0.5696,206.7527455336917
308,2019-11-05,0.33054,119.9790247694987
309,2019-11-06,0.20659,74.98779792802908
310,2019-11-07,0.10919,39.633659207906945
311,2019-11-08,0.121,43.920439272431
312,2019-11-09,0.121,43.920439272431
313,2019-11-10,0.18003,65.347080018312
314,2019-11-11,0.1328,48.20358954858543
315,2019-11-12,0.121,43.920439272431
316,2019-11-13,0.15051,54.631944751186694
317,2019-11-14,0.10329,37.49208406982974
318,2019-11-15,0.12985,47.13280197954682
319,2019-11-16,0.121,43.920439272431
320,2019-11-17,0.14461,52.49036961310947
321,2019-11-18,0.15937,57.84793724667214
322,2019-11-19,0.16822,61.06029995378796
323,2019-11-20,0.28332,102.83916408814174
324,2019-11-21,0.3335,121.05344212690693
325,2019-11-22,0.26561,96.41080888554048
326,2019-11-23,0.25676,93.19844617842465
327,2019-11-24,0.25676,93.19844617842465
328,2019-11-25,0.2361,85.69930340678478
329,2019-11-26,0.1328,48.20358954858543
330,2019-11-27,0.16232,58.91872481571074
331,2019-11-28,0.15051,54.631944751186694
332,2019-11-29,0.121,43.920439272431
333,2019-11-30,0.13871,50.348794475032264
334,2019-12-01,0.09739,35.35050893175252
335,2019-12-02,0.15346,55.7027323202253
336,2019-12-03,0.46631,169.26066146386196
337,2019-12-04,0.13576,49.27800690599365
338,2019-12-05,0.1151,41.77886413435378
339,2019-12-06,0.11215,40.708076565315174
340,2019-12-07,0.07673,27.85136616011265
341,2019-12-08,0.10034,36.42129650079113
342,2019-12-09,0.07673,27.85136616011265
343,2019-12-10,0.13576,49.27800690599365
344,2019-12-11,0.24791,89.98608347130883
345,2019-12-12,0.121,43.920439272431
346,2019-12-13,0.05312,19.281435819434172
347,2019-12-14,0.07378,26.78057859107404
348,2019-12-15,0.07083,25.709791022035436
349,2019-12-16,0.30693,111.40909442882021
350,2019-12-17,0.20364,73.91701035899048
351,2019-12-18,0.10329,37.49208406982974
352,2019-12-19,0.08853,32.13451643626708
353,2019-12-20,0.1151,41.77886413435378
354,2019-12-21,0.09444,34.279721362713914
355,2019-12-22,0.07673,27.85136616011265
356,2019-12-23,0.09739,35.35050893175252
357,2019-12-24,0.05017,18.210648250395565
358,2019-12-25,0.121,43.920439272431
359,2019-12-26,0.06492,23.5645860955886
360,2019-12-27,0.07083,25.709791022035436
361,2019-12-28,0.07083,25.709791022035436
362,2019-12-29,0.06197,22.49379852654999
363,2019-12-30,0.04131,14.99465575491012
364,2019-12-31,0.02361,8.569930340678479
365,2020-01-01,0.11215,40.708076565315174
366,2020-01-02,0.06492,23.5645860955886
367,2020-01-03,0.08263,29.992941298189862
368,2020-01-04,0.08263,29.992941298189862
369,2020-01-05,0.16822,61.06029995378796
370,2020-01-06,0.07083,25.709791022035436
371,2020-01-07,0.06492,23.5645860955886
372,2020-01-08,0.09444,34.279721362713914
373,2020-01-09,0.04131,14.99465575491012
374,2020-01-10,0.08558,31.06372886722847
375,2020-01-11,0.06492,23.5645860955886
376,2020-01-12,0.24791,89.98608347130883
377,2020-01-13,0.2302,83.55772826870756
378,2020-01-14,0.07378,26.78057859107404
379,2020-01-15,0.08558,31.06372886722847
380,2020-01-16,0.07083,25.709791022035436
381,2020-01-17,0.08263,29.992941298189862
382,2020-01-18,0.05017,18.210648250395565
383,2020-01-19,0.12985,47.13280197954682
384,2020-01-20,0.07083,25.709791022035436
385,2020-01-21,0.04722,17.139860681356957
386,2020-01-22,0.05017,18.210648250395565
387,2020-01-23,0.0177,6.424725414231642
388,2020-01-24,0.04426,16.065443323948728
389,2020-01-25,0.02065,7.49551298327025
390,2020-01-26,0.03836,13.923868185871513
391,2020-01-27,0.09149,33.20893379367531
392,2020-01-28,0.06197,22.49379852654999
393,2020-01-29,0.02656,9.640717909717086
394,2020-01-30,0.06492,23.5645860955886
395,2020-01-31,0.04131,14.99465575491012
396,2020-02-01,0.11215,40.708076565315174
397,2020-02-02,0.07083,25.709791022035436
398,2020-02-03,0.04722,17.139860681356957
399,2020-02-04,0.12985,47.13280197954682
400,2020-02-05,0.09149,33.20893379367531
401,2020-02-06,0.08558,31.06372886722847
402,2020-02-07,0.13871,50.348794475032264
403,2020-02-08,0.16232,58.91872481571074
404,2020-02-09,0.14461,52.49036961310947
405,2020-02-10,0.19183,69.63023029446643
406,2020-02-11,0.1269,46.06201441050822
407,2020-02-12,0.08558,31.06372886722847
408,2020-02-13,0.14756,53.56115718214808
409,2020-02-14,0.15051,54.631944751186694
410,2020-02-15,0.17117,62.131087522826554
411,2020-02-16,0.12985,47.13280197954682
412,2020-02-17,0.11215,40.708076565315174
413,2020-02-18,0.10329,37.49208406982974
414,2020-02-19,0.13576,49.27800690599365
415,2020-02-20,0.12395,44.991226841469604
416,2020-02-21,0.07968,28.922153729151255
417,2020-02-22,0.10919,39.633659207906945
418,2020-02-23,0.12395,44.991226841469604
419,2020-02-24,0.10034,36.42129650079113
420,2020-02-25,0.12985,47.13280197954682
421,2020-02-26,0.3453,125.33659240306135
422,2020-02-27,0.38662,140.3348779463411
423,2020-02-28,0.37186,134.97731031277846
424,2020-02-29,0.27447,99.62680138102591
425,2020-03-01,0.3453,125.33659240306135
426,2020-03-02,0.41613,151.0463834250968
427,2020-03-03,0.50762,184.2553172187721
428,2020-03-04,0.36891,133.90652274373983
429,2020-03-05,0.3335,121.05344212690693
430,2020-03-06,0.51943,188.54209728329613
431,2020-03-07,0.52828,191.75445999041196
432,2020-03-08,0.5578,202.46959525753726
433,2020-03-09,0.64339,233.5369539131354
434,2020-03-10,0.58141,211.03952559821576
435,2020-03-11,0.4545,164.97388139933793
436,2020-03-12,0.37186,134.97731031277846
437,2020-03-13,0.36301,131.76494760566263
438,2020-03-14,0.3335,121.05344212690693
439,2020-03-15,0.35711,129.6233724675854
440,2020-03-16,0.51648,187.47130971425756
441,2020-03-17,0.35711,129.6233724675854
442,2020-03-18,0.25676,93.19844617842465
443,2020-03-19,0.3335,121.05344212690693
444,2020-03-20,0.32759,118.90823720046009
445,2020-03-21,0.24791,89.98608347130883
446,2020-03-22,0.53419,193.89966491685882
447,2020-03-23,0.7821,283.88574838816766
448,2020-03-24,0.54894,199.25360276205183
449,2020-03-25,0.4486,162.8323062612607
450,2020-03-26,0.72012,261.388320073248
451,2020-03-27,0.4486,162.8323062612607
452,2020-03-28,0.42499,154.26237592058223
453,2020-03-29,0.47811,173.5438117400164
454,2020-03-30,0.40728,147.83402071798096
455,2020-03-31,0.51943,188.54209728329613
456,2020-04-01,0.39252,142.4764530844183
457,2020-04-02,0.41023,148.90480828701956
458,2020-04-03,0.32759,118.90823720046009
459,2020-04-04,0.41318,149.97559585605816
460,2020-04-05,0.43089,156.40395105865943
461,2020-04-06,0.47516,172.4730241709778
462,2020-04-07,0.43679,158.54552619673666
463,2020-04-08,0.51943,188.54209728329613
464,2020-04-09,0.5637,204.6111703956145
465,2020-04-10,0.4545,164.97388139933793
466,2020-04-11,0.43679,158.54552619673666
467,2020-04-12,0.51648,187.47130971425756
468,2020-04-13,0.54894,199.25360276205183
469,2020-04-14,0.4486,162.8323062612607
470,2020-04-15,0.54304,197.1120276239746
471,2020-04-16,0.40138,145.69244557990376
472,2020-04-17,0.35711,129.6233724675854
473,2020-04-18,0.32169,116.76666206238286
474,2020-04-19,0.54894,199.25360276205183
475,2020-04-20,0.38367,139.2640903773025
476,2020-04-21,0.43974,159.61631376577526
477,2020-04-22,0.41023,148.90480828701956
478,2020-04-23,0.43679,158.54552619673666
479,2020-04-24,0.30693,111.40909442882021
480,2020-04-25,0.39252,142.4764530844183
481,2020-04-26,0.90605,328.87697522963725
482,2020-04-27,0.53419,193.89966491685882
483,2020-04-28,0.54894,199.25360276205183
484,2020-04-29,0.41613,151.0463834250968
485,2020-04-30,0.47811,173.5438117400164
486,2020-05-01,0.42794,155.33316348962083
487,2020-05-02,0.49287,178.90137937357906
488,2020-05-03,0.69946,253.88917730160813
489,2020-05-04,0.96508,350.30361597551826
490,2020-05-05,0.72897,264.60068278036385
491,2020-05-06,0.5755,208.89432067176892
492,2020-05-07,0.43974,159.61631376577526
493,2020-05-08,0.40728,147.83402071798096
494,2020-05-09,0.48401,175.68538687809362
495,2020-05-10,0.31874,115.69587449334428
496,2020-05-11,0.41613,151.0463834250968
497,2020-05-12,0.51058,185.32973457618033
498,2020-05-13,0.42794,155.33316348962083
499,2020-05-14,0.32759,118.90823720046009
500,2020-05-15,0.41318,149.97559585605816
501,2020-05-16,0.25381,92.12765860938605
502,2020-05-17,0.31579,114.62508692430566
503,2020-05-18,0.38957,141.40566551537972
504,2020-05-19,0.40433,146.76323314894236
505,2020-05-20,0.43974,159.61631376577526
506,2020-05-21,0.42204,153.19158835154363
507,2020-05-22,0.38072,138.1933028082639
508,2020-05-23,0.28332,102.83916408814174
509,2020-05-24,0.40138,145.69244557990376
510,2020-05-25,0.55485,201.39880768849866
511,2020-05-26,0.87064,316.0238946128043
512,2020-05-27,1.03296,374.9426194285151
513,2020-05-28,1.09494,397.4400477434347
514,2020-05-29,0.71422,259.2467449351708
515,2020-05-30,0.92081,334.2345428631999
516,2020-05-31,0.98279,356.7319711781195
517,2020-06-01,0.72602,263.52989521132525
518,2020-06-02,0.7762,281.7441732500904
519,2020-06-03,0.80866,293.5264662978847
520,2020-06-04,0.48401,175.68538687809362
521,2020-06-05,0.54599,198.18281519301323
522,2020-06-06,1.0005,363.16032638072073
523,2020-06-07,0.66995,243.17767182285246
524,2020-06-08,0.71717,260.3175325042094
525,2020-06-09,0.73783,267.81667527584926
526,2020-06-10,0.61682,223.8926062150487
527,2020-06-11,0.58731,213.18110073629296
528,2020-06-12,0.62273,226.0378111414955
529,2020-06-13,0.48106,174.614599309055
530,2020-06-14,0.52238,189.61288485233473
531,2020-06-15,0.5637,204.6111703956145
532,2020-06-16,0.51353,186.40052214521896
533,2020-06-17,0.50172,182.1137420806949
534,2020-06-18,0.4545,164.97388139933793
535,2020-06-19,0.35711,129.6233724675854
536,2020-06-20,0.37186,134.97731031277846
537,2020-06-21,0.53714,194.9704524858974
538,2020-06-22,0.44269,160.68710133481386
539,2020-06-23,0.45745,166.04466896837653
540,2020-06-24,0.37186,134.97731031277846
541,2020-06-25,0.38072,138.1933028082639
542,2020-06-26,0.32464,117.83744963142148
543,2020-06-27,0.28923,104.98436901458857
544,2020-06-28,0.33054,119.9790247694987
545,2020-06-29,0.42499,154.26237592058223
546,2020-06-30,0.36596,132.83573517470123
547,2020-07-01,0.55485,201.39880768849866
548,2020-07-02,0.38957,141.40566551537972
549,2020-07-03,0.71422,259.2467449351708
