,date,시리즈,시리즈_absolute
496,2020-05-11,23.84688,2796.295675965324
497,2020-05-12,23.93301,2806.3953177872686
498,2020-05-13,24.34449,2854.645644234427
499,2020-05-14,23.91387,2804.1509529379473
500,2020-05-15,24.2488,2843.4249925922363
501,2020-05-16,20.65071,2421.511370821419
502,2020-05-17,22.99521,2696.428475797026
503,2020-05-18,24.46889,2869.232843150599
504,2020-05-19,22.74641,2667.2540779646815
505,2020-05-20,24.32535,2852.4012793851057
506,2020-05-21,24.05741,2820.9825167034405
507,2020-05-22,23.99043,2813.1284123352316
508,2020-05-23,21.45454,2515.768831470829
509,2020-05-24,23.9043,2803.028770513287
510,2020-05-25,24.40191,2861.37873878239
511,2020-05-26,26.23923,3076.8236930642333
512,2020-05-27,33.84688,3968.900090448612
513,2020-05-28,29.20574,3424.6779652251153
514,2020-05-29,24.39234,2860.2565563577296
515,2020-05-30,20.86124,2446.198211559535
516,2020-05-31,22.41148,2627.980038310393
517,2020-06-01,23.89473,2801.9065880886264
518,2020-06-02,23.72248,2781.708477049152
519,2020-06-03,24.99521,2930.9493586936833
520,2020-06-04,24.65071,2890.5531366147343
521,2020-06-05,23.38755,2742.434437394863
522,2020-06-06,22.26794,2611.1484745448997
523,2020-06-07,24.34449,2854.645644234427
524,2020-06-08,24.50717,2873.7215728492406
525,2020-06-09,22.9665,2693.061928523044
526,2020-06-10,23.24401,2725.6028736293697
527,2020-06-11,24.88038,2917.484342202172
528,2020-06-12,22.05741,2586.461633806783
529,2020-06-13,20.16267,2364.2835849769763
530,2020-06-14,23.14832,2714.382221987179
531,2020-06-15,22.66985,2658.2766185673972
532,2020-06-16,22.94736,2690.8175636737233
533,2020-06-17,24.48803,2871.4772079999198
534,2020-06-18,23.67464,2776.098737530264
535,2020-06-19,22.29665,2614.515021818881
536,2020-06-20,20.0287,2348.574203636144
537,2020-06-21,21.311,2498.9372677053357
538,2020-06-22,23.10047,2708.771309863877
539,2020-06-23,20.622,2418.144823547437
540,2020-06-24,22.92822,2688.573198824402
541,2020-06-25,23.71291,2780.5862946244915
542,2020-06-26,21.44497,2514.6466490461685
543,2020-06-27,18.9665,2224.020162729729
544,2020-06-28,22.29665,2614.515021818881
545,2020-06-29,23.73205,2782.8306594738124
546,2020-06-30,22.86124,2680.719094456193
547,2020-07-01,21.12918,2477.6169742412008
548,2020-07-02,21.59808,2532.600395236322
549,2020-07-03,20.8421,2443.9538467102143
550,2020-07-04,18.76555,2200.4566770206875
551,2020-07-05,20.64114,2420.389188396758
552,2020-07-06,20.622,2418.144823547437
553,2020-07-07,22.05741,2586.461633806783
554,2020-07-08,21.56937,2529.2338479623404
555,2020-07-09,21.85645,2562.8969754933264
556,2020-07-10,19.48325,2284.6144958481527
557,2020-07-11,18.66985,2189.234852774082
558,2020-07-12,23.45454,2750.289714367487
559,2020-07-13,23.19617,2719.9931341104816
560,2020-07-14,22.91866,2687.452189004156
561,2020-07-15,22.2488,2608.9041096955784
562,2020-07-16,22.17224,2599.926650298294
563,2020-07-17,21.42583,2512.4022841968476
564,2020-07-18,19.10047,2239.7295440705616
565,2020-07-19,20.93779,2455.174498352405
566,2020-07-20,22.94736,2690.8175636737233
567,2020-07-21,22.25837,2610.026292120239
568,2020-07-22,22.16267,2598.8044678736337
569,2020-07-23,24.56459,2880.454667397204
570,2020-07-24,22.44019,2631.346585584374
571,2020-07-25,25.0909,2942.170010335874
572,2020-07-26,25.76076,3020.7180896444515
573,2020-07-27,24.88995,2918.606524626832
574,2020-07-28,22.97607,2694.1841109477045
575,2020-07-29,23.63636,2771.6100078316217
576,2020-07-30,21.75119,2550.554141426476
577,2020-07-31,20.33492,2384.481696016451
578,2020-08-01,20.81339,2440.5872994362326
579,2020-08-02,21.44497,2514.6466490461685
580,2020-08-03,21.56937,2529.2338479623404
581,2020-08-04,21.32057,2500.059450129996
582,2020-08-05,22.67942,2659.398800992058
583,2020-08-06,22.39234,2625.7356734610717
584,2020-08-07,20.48803,2402.4354422066044
585,2020-08-08,21.24401,2491.0819907327123
586,2020-08-09,22.0,2579.729711863234
587,2020-08-10,22.10526,2592.0725459300857
588,2020-08-11,21.6555,2539.333489784285
589,2020-08-12,22.65071,2656.0322537180764
590,2020-08-13,21.33971,2502.3038149793174
591,2020-08-14,20.53588,2408.046354329907
592,2020-08-15,19.00478,2228.508892428371
593,2020-08-16,19.95215,2339.597916843274
594,2020-08-17,21.1866,2484.3500687891633
595,2020-08-18,20.2488,2374.383226798921
596,2020-08-19,21.20574,2486.5944336384846
597,2020-08-20,21.33971,2502.3038149793174
