,date,포터리,포터리_absolute
556,2020-07-10,0.21544,78.20016063514491
557,2020-07-11,0.26857,97.4852262429487
558,2020-07-12,0.27447,99.62680138102591
559,2020-07-13,0.3453,125.33659240306135
560,2020-07-14,0.32759,118.90823720046009
561,2020-07-15,0.28627,103.90995165718036
562,2020-07-16,3.39698,1233.031849583989
563,2020-07-17,3.95478,1435.501444841526
564,2020-07-18,2.10134,762.7419492622327
565,2020-07-19,1.26317,458.5039774855922
566,2020-07-20,1.17463,426.3658312609556
567,2020-07-21,1.10379,400.6524104505505
568,2020-07-22,0.87359,317.0946821818429
569,2020-07-23,0.81751,296.7388290050005
570,2020-07-24,0.70831,257.101540008724
571,2020-07-25,0.69356,251.74760216353093
572,2020-07-26,1.23955,449.9304173565441
573,2020-07-27,0.96803,351.37440354455686
574,2020-07-28,0.75554,274.24503047845053
575,2020-07-29,0.6729,244.2484593918911
576,2020-07-30,0.56665,205.6819579646531
577,2020-07-31,0.43679,158.54552619673666
578,2020-08-01,0.58141,211.03952559821576
579,2020-08-02,0.61682,223.8926062150487
580,2020-08-03,0.60502,219.60945593889423
581,2020-08-04,0.54304,197.1120276239746
582,2020-08-05,0.53714,194.9704524858974
583,2020-08-06,0.52533,190.68367242137333
584,2020-08-07,0.48696,176.75617444713222
585,2020-08-08,0.62568,227.10859871053412
586,2020-08-09,0.64634,234.607741482174
587,2020-08-10,0.788,286.02732352624486
588,2020-08-11,0.68175,247.46082209900686
589,2020-08-12,0.6788,246.39003452996826
590,2020-08-13,0.68175,247.46082209900686
591,2020-08-14,0.52828,191.75445999041196
592,2020-08-15,0.53714,194.9704524858974
593,2020-08-16,0.57255,207.82353310273032
594,2020-08-17,0.87359,317.0946821818429
595,2020-08-18,1.50813,547.4192733878625
596,2020-08-19,0.68766,249.60602702545373
597,2020-08-20,0.65814,238.8908917583284
598,2020-08-21,0.82932,301.0256090695246
599,2020-08-22,0.73783,267.81667527584926
600,2020-08-23,0.75849,275.31581804748913
601,2020-08-24,0.6847,248.5316096680455
602,2020-08-25,0.73488,266.74588770681066
603,2020-08-26,0.57846,209.96873802917713
604,2020-08-27,0.92671,336.3761180012771
605,2020-08-28,1.88295,683.4710010580491
606,2020-08-29,2.42304,879.5122411129851
607,2020-08-30,1.82392,662.0443603121681
608,2020-08-31,1.94197,704.8940120155605
609,2020-09-01,1.68816,612.7663534061745
610,2020-09-02,1.94492,705.9647995845992
611,2020-09-03,1.57306,570.9874892718207
612,2020-09-04,1.88295,683.4710010580491
613,2020-09-05,1.5524,563.4883465001808
614,2020-09-06,1.63208,592.4105002293321
615,2020-09-07,1.51993,551.7024236640169
616,2020-09-08,1.67045,606.3379982035732
617,2020-09-09,1.40483,509.9235595296631
618,2020-09-10,1.84753,670.6142906528465
619,2020-09-11,2.12791,772.3862969603193
620,2020-09-12,2.59422,941.6469584241813
621,2020-09-13,2.54699,924.5034679544548
622,2020-09-14,2.01576,731.6782203950042
623,2020-09-15,2.26367,821.6643038663129
624,2020-09-16,2.60012,943.7885335622585
625,2020-09-17,1.98329,719.8922975588403
626,2020-09-18,2.13086,773.4570845293581
627,2020-09-19,1.61733,587.056562384139
628,2020-09-20,1.83277,665.256723019284
629,2020-09-21,2.52338,915.9335376137763
630,2020-09-22,4.0079,1454.7828806609605
631,2020-09-23,3.16677,1149.4704915269117
632,2020-09-24,2.31679,840.9457396857473
633,2020-09-25,1.93312,701.6816493084447
634,2020-09-26,1.85343,672.7558657909238
635,2020-09-27,1.69701,615.9787161132903
636,2020-09-28,2.14266,777.7402348055124
637,2020-09-29,2.33745,848.444882457387
